ID,Original User Story,Rewritten User Story,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
US011,"As a site member, I want to mark my email address as private even if the rest of my profile is not, so that no one can contact me.","User Story:
As a site member, I want the option to designate my email address as private while keeping the rest of my profile public, so that I can maintain my privacy and prevent unsolicited contact.

Acceptance Criteria:
- Users must be able to toggle the privacy setting for their email address with a success rate of 98% during updates.
- The system should ensure that private email addresses are not visible to other members, achieving 100% compliance with privacy settings.
- A confirmation message should be sent to users within 1 minute after they change their email privacy status.

Test Outline:
- Verify that the email privacy setting can be successfully updated and that the change is reflected in the user profile.
- Conduct audits to ensure that private email addresses are not accessible to other users, confirming 100% adherence to privacy settings.","that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US012,"As a site member, I want to send an email to any member via a form, so that we can connect.","User Story:
As a site member, I want to utilize a form to send emails to any other member so that I can establish connections and foster collaboration within the community.

Acceptance Criteria:
- The email form must allow members to send messages within 1 minute, ensuring a quick communication process.
- At least 95% of sent emails should be delivered successfully without errors, as tracked by the email system logs.
- Users should receive a confirmation notification within 30 seconds after sending an email, confirming successful dispatch.

Test Outline:
- Measure the average time taken for users to complete and send the email form to ensure it is ≤ 1 minute.
- Monitor the email delivery success rate and track confirmation notification times to verify they meet the 30-second criterion.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US013,"As a site administrator, I want to read practicing and training applications and approve or reject them, so that only applicants who qualify can become CSPs or CSTs.","User Story:
As a site administrator, I want to review and evaluate training and practice applications so that I can ensure that only qualified candidates are approved as Certified Service Providers (CSPs) or Certified Service Technicians (CSTs).

Acceptance Criteria:
- The application review process must allow administrators to approve or reject applications within 5 business days, ensuring timely responses.
- At least 90% of applications should be processed without errors, as tracked through the application management system.
- Administrators should have access to a detailed report of application statuses, with updates provided in real-time.

Test Outline:
- Monitor the average time taken to review applications to ensure it meets the ≤ 5 business days criterion.
- Analyze the error rate in application processing to confirm it remains below 10%.","it (ISO 29148)
that (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US014,"As a site administrator, I want to edit any site member profile, so that I can correct problems for members.","User Story:
As a site administrator, I want the ability to edit any member's profile so that I can promptly resolve issues and ensure that all member information is accurate and up-to-date.

Acceptance Criteria:
- Administrators must be able to access and edit member profiles within 1 minute for 95% of requests.
- Changes made to member profiles should be logged with a success rate of 100%, allowing for audit trails.
- Administrators should receive a confirmation message within 30 seconds after successfully updating a member's profile.

Test Outline:
- Measure the time taken for administrators to edit and save member profiles to ensure it is ≤ 1 minute.
- Verify that all profile changes are recorded in the system logs and that confirmation messages are sent within 30 seconds.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US015,"As a site visitor, I want to read current news on the home page, so that I stay current on agile news.","User Story:
As a site visitor, I want to access the latest news on the home page so that I can stay informed about current developments in the agile community and enhance my knowledge.

Acceptance Criteria:
- The home page must display at least 5 of the most recent news articles related to agile methodologies, updated daily.
- Users should be able to load news articles within 3 seconds, ensuring a seamless browsing experience.
- At least 85% of visitors should report satisfaction with the news content relevance in post-visit surveys.

Test Outline:
- Monitor the number of news articles displayed on the home page to ensure it meets the minimum requirement of 5 articles.
- Measure the loading time of the home page to confirm it is ≤ 3 seconds.
- Conduct user surveys to assess satisfaction levels regarding the relevance of the news articles.","most (ISO 29148)
it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US016,"As a site visitor, I want to access old news that is no longer on the home page, so that I can access things I remember from the past or that others mention to me.","User Story:
As a site visitor, I want to easily access archived news articles that are no longer featured on the home page so that I can revisit past events or information that others reference.

Acceptance Criteria:
- The archive should allow users to retrieve articles from the past year with a success rate of at least 95%.
- Users should be able to find specific articles within 3 clicks, ensuring a streamlined navigation experience.
- The search functionality within the archive must return relevant results for at least 90% of user queries.

Test Outline:
- Track the number of clicks required for users to access archived articles and ensure it does not exceed 3 clicks.
- Analyze user feedback on the relevance of search results to confirm that at least 90% of queries yield satisfactory outcomes.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,5,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
US017,"As a site visitor, I want to email news items to the editor, so that they can be considered for publication.","User Story:
As a site visitor, I want to easily email news items to the editor so that my submissions can be reviewed for potential publication, enhancing community engagement and content diversity.

Acceptance Criteria:
- Users should be able to submit news items via email within 5 minutes, including filling out a simple form with required fields.
- At least 85% of submitted news items should receive a response from the editor within 48 hours.
- The submission process should have a success rate of ≥ 95%, ensuring that users can send their emails without technical issues.

Test Outline:
- Track the average time taken for users to complete the submission form to ensure it is ≤ 5 minutes.
- Monitor the response rate from the editor to confirm that 85% of submissions receive feedback within the specified timeframe.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,3,5,2.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US018,"As a site editor, I want to set the following dates on a news item: Start Publishing Date, Old News Date, Stop Publishing Date, so that articles are published on and through appropriate dates.","User Story:
As a site editor, I want to configure the Start Publishing Date, Old News Date, and Stop Publishing Date for each news item so that articles are published and removed from circulation at the correct times, ensuring timely and relevant content for our audience.

Acceptance Criteria:
- Editors must be able to set the Start Publishing Date and Stop Publishing Date with a success rate of 98% during the publishing process.
- The system should automatically transition articles to ""Old News"" status on the specified Old News Date, with 100% accuracy.
- Notifications should be sent to editors confirming the successful scheduling of dates within 1 minute of the action.

Test Outline:
- Verify the accuracy of date settings by checking published articles against the configured dates.
- Monitor the notification system to ensure confirmations are sent promptly after date settings are applied.","that (ISO 29148)
be able to (NASA ARM)
timely (NASA ARM)",3,4,1.0,4,4,0.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
US019,"As a site member, I want to subscribe to an RSS feed of news, so that I remain sufficiently and easily informed.","User Story:
As a site member, I want to subscribe to an RSS feed for news updates so that I can stay informed about relevant topics effortlessly and receive timely information.

Acceptance Criteria:
- Users should be able to subscribe to the RSS feed within 1 minute, with a success rate of ≥ 95% for subscription attempts.
- The RSS feed must deliver updates at least 3 times per week, ensuring consistent information flow.
- Users should receive a confirmation email within 5 minutes of subscribing to the RSS feed.

Test Outline:
- Measure the time taken for users to complete the subscription process to ensure it is ≤ 1 minute.
- Track the frequency of updates delivered through the RSS feed to confirm it meets the 3 updates per week requirement.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
timely (NASA ARM)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US020,"As a site editor, I want to assign priority numbers to news items, so that I can indicate which articles I want featured most prominently on the site.","User Story:
As a site editor, I want to assign priority rankings to news articles so that I can effectively highlight the most important content on the site, enhancing user engagement and visibility.

Acceptance Criteria:
- Editors should be able to assign priority numbers to articles within 1 minute for each item.
- The system must allow for a maximum of 10 priority levels, ensuring clear differentiation between article importance.
- At least 85% of users should report improved content visibility and relevance in a post-implementation survey.

Test Outline:
- Measure the time taken for editors to assign priority numbers to multiple articles to ensure it is ≤ 1 minute per item.
- Conduct user surveys to assess perceived improvements in content visibility and engagement after the feature is implemented.","most (ISO 29148)
it (ISO 29148)
that (ISO 29148)
improved (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)
improved (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US021,"As a site visitor, I want to see a list of all upcoming Certification Courses and can page through them if there are a lot, so that I can choose the best course for me.","User Story:
As a site visitor, I want to view a comprehensive list of all upcoming Certification Courses with pagination options so that I can easily browse and select the most suitable course for my professional development.

Acceptance Criteria:
- The course list must display at least 20 courses per page, with a total of 100% of upcoming courses accessible through pagination.
- Users should be able to navigate between pages within 1 second, ensuring a seamless browsing experience.
- The course selection process should result in a 15% increase in course enrollments within three months of implementation.

Test Outline:
- Verify that the pagination feature correctly displays 20 courses per page and allows users to navigate through all available courses.
- Measure the average time taken for users to switch between pages to ensure it is ≤ 1 second.","most (ISO 29148)
it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US022,"As a site visitor, I want to see a list of all upcoming Other Courses and can page through them if necessary, so that I can choose the best course for me.","User Story:
As a site visitor, I want to view a comprehensive list of all upcoming courses categorized as ""Other Courses"" and have the ability to navigate through multiple pages, so that I can easily select the course that best fits my needs.

Acceptance Criteria:
- The list must display at least 20 upcoming courses per page, with pagination allowing users to access a total of at least 100 courses.
- The loading time for each page of courses should not exceed 3 seconds for 95% of users.
- Users should be able to filter courses by date, duration, and category, with at least 85% of users finding the filtering options effective based on feedback.

Test Outline:
- Measure the number of courses displayed per page and ensure pagination works correctly for accessing all available courses.
- Track the loading time for each page to confirm it meets the 3-second requirement.
- Conduct user surveys to assess the effectiveness of the filtering options.","best (ISO 29148)
effective (ISO 29148)
it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
be able to (NASA ARM)
effective (NASA ARM)
can (NASA ARM)
best (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US023,"As a site visitor, I want to see a list of all upcoming Events, so that I can decide if I want to attend any.","User Story:
As a site visitor, I want to view a comprehensive list of all upcoming events so that I can evaluate my options and decide which ones I would like to attend.

Acceptance Criteria:
- The events list must display at least 95% of all scheduled events, including date, time, and location, updated in real-time.
- Users should be able to filter events by category or date, with filtering functionality achieving a response time of ≤ 1 second for 90% of interactions.
- The events page should have a user engagement rate of at least 30%, measured by the number of visitors who click on event details.

Test Outline:
- Verify the accuracy and completeness of the events list by cross-referencing with the event scheduling database.
- Measure the response time for filtering events to ensure it meets the ≤ 1 second criterion.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US024,"As a trainer, I want to create a new course or event, so that site visitors can see it.","User Story:
As a trainer, I want to create and publish new courses or events seamlessly so that site visitors can easily discover and enroll in them, enhancing their learning opportunities.

Acceptance Criteria:
- The course creation process must allow trainers to publish new content within 10 minutes, including all necessary details such as title, description, and schedule.
- At least 95% of newly created courses should be visible to site visitors within 5 minutes of publication.
- User engagement with new courses should increase by at least 25% within the first month of launch, as measured by enrollment numbers.

Test Outline:
- Time the course creation process from start to finish to ensure it meets the ≤ 10-minute requirement.
- Monitor the visibility of newly published courses to confirm they appear to users within the 5-minute timeframe.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US025,"As a trainer, I want to create an Other Course or Event I am charged a listing fee for that activity, so that I don't list events I don't really intend to hold.","User Story:
As a trainer, I want to create a new course or event with a listing fee so that I can ensure that only serious and committed activities are posted, reducing clutter and enhancing the quality of offerings.

Acceptance Criteria:
- The listing fee must be clearly communicated to trainers before they create an event, with at least 95% of users acknowledging the fee during the process.
- At least 80% of listed events should be conducted as scheduled, indicating a commitment from trainers.
- The system should allow for event cancellation with a refund policy that is transparent and accessible, ensuring that at least 90% of trainers understand the terms.

Test Outline:
- Survey trainers after the event creation process to confirm their understanding of the listing fee and its implications.
- Track the percentage of events that are held versus those that are canceled to assess commitment levels.","that (ISO 29148)
those (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US026,"As a site administrator, I want to create an Other Course or Event that is not charged a listing fee, so that the Scrum Alliance doesn't charge itself for Scrum Gatherings that it puts on.","User Story:
As a site administrator, I want to create an Other Course or Event without incurring a listing fee so that the Scrum Alliance can host Scrum Gatherings without additional financial burdens.

Acceptance Criteria:
- The system must allow the creation of at least 5 Other Courses or Events per quarter without a listing fee.
- The process for creating these events should take no longer than 10 minutes to complete.
- A confirmation of the event creation should be sent to the administrator within 2 minutes of submission.

Test Outline:
- Track the number of Other Courses or Events created without a listing fee to ensure compliance with the quarterly limit.
- Measure the time taken to complete the event creation process and verify it is ≤ 10 minutes.
- Confirm that confirmation notifications are sent within the specified 2-minute timeframe.","it (ISO 29148)
that (ISO 29148)
these (ISO 29148)
can (NASA ARM)",4,5,1.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US027,"As a site administrator, I want to set the listing fee per Other Course or Event, so that we have flexibility on what to charge in the future.","User Story:
As a site administrator, I want to establish a customizable listing fee for each Other Course or Event so that we can adapt our pricing strategy based on market trends and maximize revenue potential.

Acceptance Criteria:
- The system must allow administrators to set and modify listing fees for at least 95% of courses and events within 5 minutes.
- Changes to the listing fees should be reflected on the site in real-time, with a confirmation message displayed to the administrator.
- The flexibility to adjust fees should lead to a minimum of 15% increase in revenue from listings over the next quarter.

Test Outline:
- Track the time taken for administrators to set or modify listing fees to ensure it is ≤ 5 minutes.
- Verify that changes are updated on the site immediately and that confirmation messages are received by the administrator.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US028,"As a trainer, I want to update one of my existing courses or events, so that it reflects accurate information.","User Story:
As a trainer, I want to efficiently update the details of my existing courses or events so that participants receive accurate and up-to-date information, enhancing their learning experience.

Acceptance Criteria:
- Updates to course or event details must be completed within 5 minutes, ensuring timely communication.
- At least 98% of updates should be reflected accurately in the system without errors, as verified by user feedback.
- Participants should receive a notification of changes within 10 minutes of the update being made.

Test Outline:
- Track the time taken to complete updates to ensure it is ≤ 5 minutes.
- Review system logs to confirm that updates are accurately reflected and check participant feedback for notification effectiveness.","it (ISO 29148)
that (ISO 29148)
timely (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US029,"As a trainer, I want to delete one of my courses or events, so that it's no longer listed if I cancel for some reason.","User Story:
As a trainer, I want the ability to delete a specific course or event so that it is promptly removed from the listings, ensuring that users only see current offerings and preventing confusion in case of cancellations.

Acceptance Criteria:
- The deletion process must be completed within 1 minute, allowing trainers to manage their courses efficiently.
- At least 98% of deletion requests should be processed successfully without errors, as tracked over a month.
- Users should receive a confirmation message within 30 seconds after a course or event is deleted.

Test Outline:
- Measure the average time taken to delete a course or event to ensure it meets the 1-minute criterion.
- Monitor system logs to verify the success rate of deletion requests and the timeliness of confirmation messages.","it (ISO 29148)
that (ISO 29148)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US030,"As a trainer, I want to copy one of my courses or events, so that I can create a new one.","User Story:
As a trainer, I want to duplicate an existing course or event so that I can efficiently create a new one with similar content and structure, saving time and effort in the setup process.

Acceptance Criteria:
- The duplication process must allow trainers to create a new course or event within 5 minutes, ensuring a streamlined workflow.
- At least 95% of duplicated courses should retain all original settings and materials without errors.
- Users should receive a confirmation message within 30 seconds after successfully duplicating a course or event.

Test Outline:
- Measure the time taken for trainers to complete the duplication process to ensure it is ≤ 5 minutes.
- Verify that the duplicated courses maintain the integrity of original settings and materials through systematic checks.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
