ID,Original User Story,Rewritten User Story,Correction Reason,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
A2US1Ll,"As a researcher, I want to develop an objective method to track physical-aggressive incidents in children, so that I can identify early warning signs and provide timely interventions.","User Story:
As a researcher, I want to create a standardized and objective method for tracking physical-aggressive incidents in children so that I can identify early warning signs with at least 80% accuracy and implement timely interventions to improve child well-being.

Acceptance Criteria:
- The tracking method must be able to categorize incidents with a minimum of 90% reliability based on predefined criteria.
- Data collection should allow for real-time input and analysis, with reports generated within 24 hours of incident recording.
- At least 75% of caregivers and educators should report increased awareness of aggressive behaviors after the method is implemented.

Test Outline:
- Validate the reliability of the tracking method by comparing incident reports against independent observations for accuracy.
- Monitor the time taken to generate reports after data entry to ensure it meets the 24-hour requirement.
- Conduct surveys with caregivers and educators to assess their awareness and understanding of aggressive behaviors before and after implementation.","The original user story was clear but lacked measurable criteria and specificity. The improved version enhances clarity by defining the researcher's role, specifying measurable acceptance criteria, and providing a structured test outline to ensure the method's effectiveness.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,4,5,1.0,4,5,1.0,—
A2US2Ll,"As a parent, I want to know if my child is experiencing aggressive episodes, so that I can provide support and guidance to help them manage their emotions and behaviors.","User Story:
As a parent, I want to receive timely notifications if my child exhibits aggressive behavior so that I can intervene promptly and provide the necessary support to help them manage their emotions effectively.

Acceptance Criteria:
- The system must detect and notify parents of aggressive episodes with at least 90% accuracy.
- Notifications should be sent within 5 minutes of the behavior being identified.
- Parents should report a satisfaction rate of 80% or higher regarding the usefulness of the notifications in managing their child's behavior.

Test Outline:
- Analyze the accuracy of the detection system by comparing its alerts against recorded instances of aggressive behavior.
- Measure the time taken from detection to notification to ensure it meets the 5-minute requirement.
- Conduct surveys with parents to assess their satisfaction with the notification system.","The original user story was clear but lacked measurable criteria and specificity. The improved version enhances clarity by specifying the type of notifications, includes quantifiable acceptance criteria, and outlines a structured test plan to ensure effectiveness.","it (ISO 29148)
that (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
A2US3Ll,"As a clinician, I want to use wearable-sensor-derived physical activity data to identify patterns that distinguish physical-aggressive incidents in children, so that I can develop targeted treatments and interventions.","User Story:
As a clinician, I want to analyze wearable sensor data on physical activity to identify distinct patterns associated with physical aggression in children, so that I can create targeted treatment plans and interventions that improve behavioral outcomes.

Acceptance Criteria:
- The analysis must identify at least 3 significant patterns that correlate with physical-aggressive incidents in a sample size of 100 children.
- The targeted interventions developed should show a measurable reduction in aggressive incidents by at least 30% within 3 months of implementation.
- Clinician feedback on the usability of the data analysis tools should achieve a satisfaction rate of 90% or higher.

Test Outline:
- Conduct a study to analyze the wearable sensor data and document the identified patterns, ensuring statistical significance.
- Implement the targeted interventions and track the frequency of physical-aggressive incidents over a 3-month period to measure effectiveness.
- Survey clinicians using the data analysis tools to gather feedback on their experience and satisfaction.","The original user story was well-defined but could benefit from clearer, measurable criteria. The improved version specifies the expected outcomes, quantifies the success metrics, and outlines a structured approach to testing the effectiveness of the interventions.","that (ISO 29148)
significant (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,4,5,1.0,4,5,1.0,—
A2US4Ll,"As a data analyst, I want to apply machine learning techniques (e.g., random forest) to analyze physical activity data and identify physical-aggressive incidents with high precision and accuracy, so that I can contribute to the development of an objective detection method.","User Story:
As a data analyst, I want to implement machine learning techniques, such as random forest algorithms, to analyze physical activity data and accurately identify physical-aggressive incidents so that I can enhance the development of a reliable and objective detection method.

Acceptance Criteria:
- The machine learning model must achieve at least 95% precision and 90% accuracy in identifying physical-aggressive incidents based on a validation dataset.
- The analysis should process and analyze data from a minimum of 1,000 recorded incidents to ensure robustness.
- The model's performance should be evaluated and reported quarterly, with improvements documented in a performance report.

Test Outline:
- Validate the model's performance by comparing its predictions against a labeled dataset to confirm precision and accuracy metrics.
- Analyze the processing time for the model to ensure it can handle the dataset size within a 5-minute window.","The original user story was clear but lacked specific measurable criteria and a structured approach. The improved version enhances clarity by specifying the machine learning techniques, establishes quantifiable acceptance criteria, and outlines a test plan to ensure the effectiveness of the analysis.","reliable (ISO 29148)
it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,4,5,1.0,4,5,1.0,—
A2US5Ll,"As a researcher, I want to collect demographic, anthropometric, and clinical data from participants to better understand the context and contributing factors of physical-aggressive incidents in children, so that I can develop a more comprehensive understanding of the phenomenon.","User Story:
As a researcher, I want to gather demographic, anthropometric, and clinical data from participants so that I can analyze the contextual and contributing factors of physical aggression in children, ultimately leading to a more thorough understanding of this phenomenon.

Acceptance Criteria:
- Collect data from at least 200 participants to ensure a robust sample size for analysis.
- Achieve a response rate of 85% or higher for the data collection process to ensure reliability.
- Data should be compiled and analyzed within 4 weeks of collection to facilitate timely insights.

Test Outline:
- Verify the sample size by tracking the number of participants who complete the data collection.
- Monitor the response rate and document any follow-up efforts to achieve the target.
- Review the timeline for data compilation and analysis to ensure it aligns with the 4-week goal.","The original user story was clear but could benefit from more specificity and measurable criteria. The improved version clarifies the research goals, specifies quantifiable acceptance criteria, and outlines a structured test plan to enhance clarity and focus on the research's impact.","robust (ISO 29148)
it (ISO 29148)
this (ISO 29148)
that (ISO 29148)
timely (NASA ARM)
can (NASA ARM)
more (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
A2US6Ll,"As a developer, I want to design a wearable device (e.g., waist-worn activity monitor) that can track physical activity data in children and transmit it to a remote server for analysis, so that I can enable remote monitoring and detection of physical-aggressive incidents.","User Story:
As a developer, I want to create a waist-worn wearable device that accurately tracks physical activity data in children and transmits this information to a remote server for analysis, so that I can facilitate real-time monitoring and early detection of physical-aggressive incidents.

Acceptance Criteria:
- The device must track at least 95% of physical activities accurately, including steps, running, and jumping.
- Data transmission to the remote server should occur within 5 seconds of activity detection, ensuring timely analysis.
- The system should generate alerts for physical-aggressive incidents with a response accuracy of 90% or higher.

Test Outline:
- Validate the accuracy of activity tracking by comparing device data against a controlled set of activities performed by children.
- Measure the time taken for data transmission to the server during various conditions to ensure it meets the 5-second requirement.
- Conduct simulations of physical-aggressive incidents to assess the system's alert accuracy.","The original user story was clear but lacked measurable criteria and specificity. The improved version enhances clarity by defining precise metrics for accuracy, response time, and alert generation, while also providing a structured test outline to verify functionality.","it (ISO 29148)
this (ISO 29148)
that (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
A2US7Ll,"As a parent, I want to receive alerts and notifications when my child experiences a physical-aggressive incident, so that I can provide immediate support and guidance.","User Story:
As a parent, I want to receive real-time alerts and notifications when my child is involved in a physical-aggressive incident so that I can promptly provide support and guidance, ensuring their safety and well-being.

Acceptance Criteria:
- Notifications must be sent to the parent’s device within 1 minute of the incident being reported.
- At least 95% of alerts should accurately reflect the nature of the incident based on predefined criteria.
- Parents should have the option to customize notification settings, with at least 80% of users reporting satisfaction with the customization options.

Test Outline:
- Simulate various incident scenarios to measure the time taken for notifications to be sent and received.
- Review the accuracy of notifications against incident reports to ensure they meet the 95% accuracy requirement.
- Conduct user surveys to assess satisfaction with the notification customization features.","The original user story was clear but lacked measurable criteria and specificity. The improved version enhances clarity by specifying the urgency of notifications, measurable acceptance criteria, and a structured test outline to ensure the functionality meets user needs.","that (ISO 29148)
provide support (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,4,5,1.0,4,5,1.0,—
A2US8Ll,"As a researcher, I want to investigate the effectiveness of the machine learning model in distinguishing physical aggression epochs from non-aggression epochs, so that I can refine and improve the detection algorithm.","User Story:
As a researcher, I want to analyze the performance of the machine learning model in accurately differentiating between physical aggression epochs and non-aggression epochs so that I can enhance the detection algorithm's precision and reliability.

Acceptance Criteria:
- The model must achieve at least 85% accuracy in classifying aggression and non-aggression epochs during testing.
- The false positive rate should be reduced to less than 10% to minimize incorrect classifications.
- The model's performance should be evaluated using a dataset of at least 1,000 labeled epochs to ensure statistical significance.

Test Outline:
- Conduct a series of tests using the labeled dataset to measure the model's accuracy and false positive rate.
- Analyze the results to identify areas for improvement in the detection algorithm.","The original user story was clear but lacked specific, measurable criteria. The improved version enhances clarity by specifying performance metrics, ensuring the story is actionable and focused on business relevance, while also providing a structured test outline.","that (ISO 29148)
can (NASA ARM)
less (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
A2US9Ll,"As a clinician, I want to use the sensor-derived feature of vector magnitude (faster triaxial acceleration) to identify early warning signs of physical-aggressive incidents in children, so that I can develop targeted interventions and prevention strategies.","User Story:
As a clinician, I want to utilize the sensor-derived feature of vector magnitude from faster triaxial acceleration to detect early warning signs of physical aggression in children, so that I can implement targeted interventions and prevention strategies effectively.

Acceptance Criteria:
- The system must analyze sensor data and identify potential aggressive incidents with at least 85% accuracy.
- Alerts for early warning signs should be generated within 3 seconds of detecting relevant sensor patterns.
- Clinicians should report a 75% improvement in intervention effectiveness based on the insights derived from the sensor data.

Test Outline:
- Validate the accuracy of the incident detection by comparing system alerts against actual observed behaviors in a controlled environment.
- Measure the response time for the system to generate alerts after detecting relevant patterns in the sensor data.
- Collect clinician feedback on the effectiveness of interventions based on the insights provided by the system.",The original user story was well-defined but could benefit from clearer measurable criteria. The improved version maintains the intent while specifying quantifiable acceptance criteria and a structured test outline to enhance clarity and focus on the business impact.,"that (ISO 29148)
faster (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,4,5,1.0,4,5,1.0,—
A2US10Ll,"As a system designer, I want to design a scalable and efficient system for remotely detecting and managing aggressive incidents in children, so that I can enable widespread adoption and improve the lives of children and their families.","User Story:
As a system designer, I want to create a scalable and efficient system for the remote detection and management of aggressive incidents in children so that I can facilitate widespread adoption and significantly enhance the well-being of children and their families.

Acceptance Criteria:
- The system must support at least 1,000 concurrent users without performance degradation.
- Detection accuracy of aggressive incidents should be ≥ 90%, validated through real-world testing.
- User adoption rate should reach at least 75% within the first year of deployment.

Test Outline:
- Conduct load testing to ensure the system can handle the specified number of concurrent users.
- Implement a pilot program to assess the accuracy of incident detection and gather user feedback.
- Track user adoption metrics over the first year to evaluate the success of the deployment.","The original user story was well-structured but lacked specific measurable criteria. The improved version clarifies the goals, emphasizes measurable outcomes, and provides a structured approach to testing and validation, enhancing the overall clarity and focus on business impact.","efficient (ISO 29148)
that (ISO 29148)
can (NASA ARM)",2,4,2.0,2,4,2.0,4,5,1.0,2,5,3.0,2,5,3.0,2,5,3.0,2,5,3.0,—
A3US1Ll,"As a social media platform administrator, I want to detect aggressive behavior on Twitter in real-time, so that I can prevent online harassment and maintain a safe online environment.","User Story:
As a social media platform administrator, I want to implement a real-time detection system for aggressive behavior on Twitter so that I can proactively prevent online harassment and ensure a safe environment for all users.

Acceptance Criteria:
- The detection system must identify and flag at least 90% of aggressive posts within 5 seconds of being published.
- The system should reduce the incidence of reported harassment cases by at least 30% within the first three months of implementation.
- Administrators should receive alerts for flagged content with a response accuracy of 85% or higher.

Test Outline:
- Monitor the system's performance by analyzing the percentage of aggressive posts accurately detected and flagged in real-time.
- Track the number of harassment reports before and after the implementation to measure the reduction in incidents.","The original user story was clear but lacked specific, measurable criteria. The improved version enhances clarity by specifying the capability, business relevance, and measurable acceptance criteria, along with a structured test outline to verify effectiveness.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
A3US2Ll,"As a data scientist, I want to develop a machine learning framework that can adapt to new annotated examples and evolve with changing aggressive behavior on social media, so that I can maintain high detection accuracy.","User Story:
As a data scientist, I want to create a dynamic machine learning framework that can incorporate new annotated examples and adapt to evolving aggressive behavior on social media, so that I can achieve and maintain a detection accuracy of at least 95%.

Acceptance Criteria:
- The framework must successfully integrate new annotated examples within 24 hours of availability.
- The detection accuracy should remain above 95% after each update, verified through performance metrics.
- The system should demonstrate adaptability by correctly identifying at least 90% of new aggressive behavior patterns within one week of their emergence.

Test Outline:
- Monitor the integration process of new examples to ensure it meets the 24-hour requirement.
- Evaluate detection accuracy through regular testing against a benchmark dataset to confirm it stays above 95%.
- Analyze the framework's performance on newly identified aggressive behavior patterns to ensure it meets the 90% identification rate.","The original user story was well-defined but lacked specific measurable criteria. The improved version clarifies the capability and business relevance while providing explicit, quantifiable acceptance criteria and a structured test outline to enhance clarity and focus on the project's goals.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
A3US3Ll,"As a researcher, I want to compare the performance of our real-time framework with traditional batch-based machine learning models, so that I can demonstrate the effectiveness of our approach.","User Story:
As a researcher, I want to conduct a comparative analysis of our real-time framework against traditional batch-based machine learning models so that I can quantitatively demonstrate the superior performance and efficiency of our approach.

Acceptance Criteria:
- The analysis must include at least 5 different datasets to ensure comprehensive evaluation.
- Performance metrics such as accuracy, processing time, and resource utilization should be measured, with the real-time framework outperforming batch models by at least 20% in at least two of these metrics.
- The findings should be documented in a report that is peer-reviewed and accepted for publication in a relevant conference or journal.

Test Outline:
- Execute experiments using both frameworks on the same datasets and record the performance metrics for comparison.
- Prepare the report and submit it to a peer-reviewed journal, tracking the acceptance status to confirm publication.","The original user story was clear but lacked measurable criteria and specificity. The improved version enhances clarity by specifying the analysis scope, measurable acceptance criteria, and a structured test outline to demonstrate the effectiveness of the real-time framework.","it (ISO 29148)
that (ISO 29148)
these (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
A3US4Ll,"As a system administrator, I want to deploy our framework on a minimal number of commodity machines, so that I can process the entire Twitter Firehose (778 million tweets per day) without excessive resource requirements.","User Story:
As a system administrator, I want to deploy our framework on a limited number of cost-effective commodity machines so that I can efficiently process the entire Twitter Firehose, which consists of approximately 778 million tweets per day, while minimizing resource consumption and operational costs.

Acceptance Criteria:
- The framework must be capable of processing at least 95% of the Twitter Firehose in real-time without exceeding 70% CPU utilization on any machine.
- The deployment should not require more than 10 commodity machines to handle the full load of 778 million tweets daily.
- System performance should be monitored to ensure that the average processing time per tweet does not exceed 100 milliseconds.

Test Outline:
- Conduct load testing to verify that the framework can handle the specified volume of tweets within the defined CPU utilization limits.
- Measure the number of machines used during peak processing times to confirm it does not exceed the set limit.
- Analyze the processing time for a sample of tweets to ensure it meets the 100-millisecond criterion.","The original user story was clear but could be enhanced with more specific measurable criteria. The improved version emphasizes the efficiency of resource usage, provides quantifiable acceptance criteria, and outlines a structured testing approach to ensure the deployment meets operational goals.","effective (ISO 29148)
it (ISO 29148)
that (ISO 29148)
be capable of (NASA ARM)
effective (NASA ARM)
can (NASA ARM)
more (NASA ARM)",5,4,-1.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,4,5,1.0,5,5,0.0,—
