ID,Original User Story,Rewritten User Story,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
US011,"As a Staff member, I want to Record an Internal Note, so that I can share information with other Staff collaborating on the record.","User Story:
As a Staff member, I want to document an internal note within the system so that I can effectively communicate important information to other staff members who are collaborating on the same record, enhancing teamwork and information sharing.

Acceptance Criteria:
- Successfully create an internal note that can be accessed by all relevant staff members involved in the record.
- Ensure that the internal note is saved and retrievable within 2 seconds of submission.
- Allow for a maximum of 500 characters in the internal note to ensure concise and relevant information sharing.

Test Outline:
- Verify that an internal note can be created and is visible to all designated staff members associated with the record.
- Measure the time taken to save the internal note to confirm it meets the 2-second retrieval requirement.
- Check that the character limit for the internal note is enforced, preventing submissions that exceed 500 characters.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US012,"As a Staff member, I want to Assign an Application for Detailed Review, so that I can review the for compliance and subsequently approved or denied.","User Story:
As a Staff member, I want to assign an application for a comprehensive review so that I can evaluate it for compliance and make informed decisions regarding its approval or denial.

Acceptance Criteria:
- Successfully assign the application for review, ensuring that it is logged in the system within 2 minutes of the assignment.
- Complete the compliance review process within 48 hours, providing a clear decision on approval or denial.
- Document the rationale for the decision in the system, ensuring that all compliance criteria are addressed.

Test Outline:
- Verify that the application assignment is recorded in the system with a timestamp.
- Check the review completion time to ensure it falls within the 48-hour window.
- Review the documentation to confirm that the decision rationale is comprehensive and meets compliance standards.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US013,"As a Staff member, I want to Apply a Hold, so that I can prevent progression through the workflow or other actions in the system until the issue is resolved.","User Story:
As a Staff member, I want to implement a Hold on specific cases so that I can effectively halt any progression through the workflow or other system actions until the identified issue is fully resolved.

Acceptance Criteria:
- Successfully apply a Hold status to a case, preventing any further actions for a minimum of 24 hours or until the issue is addressed.
- Ensure that all relevant stakeholders are notified of the Hold status within 1 hour of application.
- Confirm that the system accurately reflects the Hold status, preventing any workflow progression during this period.

Test Outline:
- Verify that a Hold can be applied to a case and that it remains in effect for the specified duration.
- Check the notification system to ensure that all stakeholders receive alerts regarding the Hold status within the designated timeframe.
- Test the workflow to confirm that no actions can be taken on the case while it is under Hold.","it (ISO 29148)
this (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,5,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US014,"As a Staff member, I want to Remove a Hold, so that I can allow progression through the workflow or other actions in the system now that the issue has been resolved.","User Story:
As a Staff member, I want to lift a hold on a case so that I can facilitate the progression of the workflow and enable other necessary actions in the system, ensuring that operations continue smoothly after resolving the underlying issue.

Acceptance Criteria:
- Successfully identify and select the hold to be removed from the system.
- Confirm that the hold is lifted, allowing the workflow to proceed within 2 minutes of the action.
- Ensure that all subsequent actions in the system are accessible and functional post-removal of the hold.

Test Outline:
- Verify that the hold can be selected and removed without errors in the system.
- Measure the time taken to lift the hold and confirm it meets the 2-minute requirement.
- Test the functionality of subsequent actions in the workflow to ensure they are operational after the hold is removed.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US015,"As a Staff member, I want to Send a Formal Response to Applicant, so that I can satisfy communication and records responsibilities.","User Story:
As a Staff member, I want to issue a formal response to each applicant so that I can fulfill my communication obligations and maintain accurate records for compliance and future reference.

Acceptance Criteria:
- Ensure that a formal response is generated and sent to the applicant within 48 hours of application receipt.
- Confirm that the response includes all necessary details such as application status, next steps, and contact information for inquiries.
- Maintain a log of all sent responses to ensure records are up-to-date and accessible for auditing purposes.

Test Outline:
- Track the time taken to send the formal response after receiving an application to verify compliance with the 48-hour requirement.
- Review the content of the response to ensure it contains all required information as specified in the acceptance criteria.
- Check the response log to confirm that all communications are recorded accurately and can be retrieved when needed.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US016,"As a Staff member, I want to Track  the Draft Proffers, so that I can preserve the history of draft proffer statements submitted by the Applicant.","User Story:
As a Staff member, I want to monitor the history of draft proffer statements submitted by applicants so that I can maintain a comprehensive record for future reference and ensure accountability in the application process.

Acceptance Criteria:
- Implement a tracking system that logs each draft proffer statement submission with a timestamp and applicant details.
- Ensure that the history of draft proffers is accessible for review within 24 hours of submission.
- Provide a user-friendly interface that allows staff to filter and search through draft proffer records by applicant name or submission date.

Test Outline:
- Verify that each draft proffer statement submission is recorded accurately with the required details.
- Check the accessibility of the draft proffer history to confirm it is available within the specified time frame.
- Test the filtering and search functionality to ensure staff can easily locate specific draft proffer statements.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US017,"As a Staff member, I want to Manage Approved Proffers, so that I can ensure compliance with and satisfaction of the proffer in the future.","User Story:
As a Staff member, I want to oversee and manage approved proffers so that I can guarantee ongoing compliance and enhance stakeholder satisfaction with the proffer agreements.

Acceptance Criteria:
- Maintain a comprehensive record of all approved proffers, ensuring that updates are made within 24 hours of any changes.
- Conduct quarterly reviews of proffer compliance, achieving at least a 90% satisfaction rate from stakeholders.
- Implement a tracking system that alerts staff to any proffer-related deadlines or compliance issues at least 7 days in advance.

Test Outline:
- Verify that the record-keeping system is updated promptly and accurately reflects all approved proffers.
- Review the results of quarterly compliance assessments to confirm the satisfaction rate meets or exceeds the target.
- Test the alert system to ensure notifications are sent out on time for upcoming deadlines or compliance checks.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US018,"As a Staff member, I want to Manage Ordinances, so that I can maintain accurate ordinance information in the System.","User Story:
As a Staff member, I want to efficiently manage ordinances within the system so that I can ensure the accuracy and up-to-date status of ordinance information, facilitating better compliance and reporting.

Acceptance Criteria:
- Successfully add, update, or delete ordinance records with a confirmation of changes reflected in the system within 2 minutes.
- Ensure that all ordinance information is accessible and retrievable with a search response time of 3 seconds or less.
- Implement a validation process that guarantees 100% accuracy in ordinance data entry and updates.

Test Outline:
- Test the functionality of adding, updating, and deleting ordinance records to confirm that changes are processed within the specified time frame.
- Measure the search response time for ordinance information to ensure it meets the 3-second requirement.
- Conduct data entry audits to verify that all ordinance information is accurate and compliant with established standards.","it (ISO 29148)
that (ISO 29148)
better (ISO 29148)
all (ISO 29148)
can (NASA ARM)
better (NASA ARM)
less (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US019,"As a Staff member, I want to Schedule a Meeting, so that I can bring the required parties together at a specific date/time to address an issue.","User Story:
As a Staff member, I want to efficiently schedule a meeting so that I can coordinate with all necessary participants at a designated date and time to effectively resolve an ongoing issue.

Acceptance Criteria:
- Successfully create a meeting invitation that includes all required attendees and specifies the date and time.
- Ensure that all invited participants receive the meeting notification within 10 minutes of scheduling.
- Confirm that at least 80% of the invited attendees accept the meeting request.

Test Outline:
- Verify that the meeting invitation is generated and sent to all required parties upon scheduling.
- Check the participants' inboxes to confirm they received the meeting notification within the specified time frame.
- Track the acceptance rate of the meeting invitations to ensure it meets or exceeds the target of 80%.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US020,"As a staff member, I want to denote an application with a Final Action status. So that I can finish it.","User Story:
As a staff member, I want to mark an application with a ""Final Action"" status so that I can effectively complete the processing and ensure it is officially closed.

Acceptance Criteria:
- The application must be successfully updated to reflect the ""Final Action"" status in the system.
- A confirmation message should be displayed to the staff member upon successful status change.
- The application should no longer appear in the active processing queue after being marked as ""Final Action.""

Test Outline:
- Verify that the application status can be changed to ""Final Action"" and check the system for the updated status.
- Ensure that a confirmation message is received immediately after the status update.
- Check the active processing queue to confirm that the application is no longer listed after the status change.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",3,4,1.0,2,4,2.0,3,5,2.0,2,5,3.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US021,"As a Planning Staff member, I want to Conduct and Track Plan Amendments and Planning Studies, so that I can record work in process, outcome, and location-based information related to the Plan(s).","User Story:
As a Planning Staff member, I want to systematically conduct and monitor plan amendments and planning studies so that I can accurately document work in progress, outcomes, and location-specific data related to the plans.

Acceptance Criteria:
- Implement a tracking system that logs at least 95% of all plan amendments and studies conducted.
- Ensure that all recorded data includes detailed information on work in progress, outcomes, and specific locations, with a minimum of 3 data points per entry.
- Generate a report summarizing the amendments and studies, which can be accessed within 24 hours of data entry.

Test Outline:
- Review the tracking system to confirm that it captures and logs the required percentage of plan amendments and studies.
- Validate that each entry contains the necessary details on work in progress, outcomes, and location data.
- Check the report generation process to ensure it is completed and accessible within the specified time frame.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
US022,"As a Planning Staff member, I want to Generate Planning-related Reports, so that I can access, analyze and/or export the needed information in the format I requested.","User Story:
As a Planning Staff member, I want to create comprehensive planning-related reports so that I can efficiently access, analyze, and export the required information in my preferred format, enhancing decision-making processes.

Acceptance Criteria:
- Generate reports that include at least 5 key planning metrics relevant to current projects.
- Allow users to export reports in at least 3 different formats (e.g., PDF, Excel, CSV).
- Ensure that reports can be generated within 10 seconds of the request to maintain workflow efficiency.

Test Outline:
- Verify that the generated reports contain the specified key metrics by cross-referencing with project data.
- Test the export functionality to confirm that reports can be successfully saved in the selected formats.
- Measure the time taken to generate reports to ensure it meets the 10-second requirement.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US023,"As a Planning Staff member, I want to Evaluate Consistency with the Comprehensive Plan, so that I can complete my required review of a plan set and/or application.","User Story:
As a Planning Staff member, I want to assess the alignment of proposed plans with the Comprehensive Plan so that I can efficiently finalize my review of the plan set and/or application, ensuring compliance with established guidelines.

Acceptance Criteria:
- Conduct a thorough evaluation of at least 5 key elements of the Comprehensive Plan for each submitted application.
- Document findings and provide feedback within 10 business days of receiving the plan set.
- Ensure that at least 90% of reviewed applications demonstrate clear consistency with the Comprehensive Plan.

Test Outline:
- Review the evaluation reports to confirm that all key elements have been assessed for each application.
- Track the time taken to complete the review process to ensure it meets the 10-day requirement.
- Analyze the percentage of applications that align with the Comprehensive Plan based on the documented findings.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,5,1.0,3,5,2.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US024,"As a Staff member, I want to Perform a Staff Review, so that I can validate compliance of an application with the Zoning Ordinance and impact approval/denial of the application accordingly.","User Story:
As a Staff member, I want to conduct a comprehensive Staff Review of applications so that I can ensure compliance with the Zoning Ordinance, which will directly influence the approval or denial of the application based on established criteria.

Acceptance Criteria:
- Review all relevant documentation and assess compliance with at least 95% of the Zoning Ordinance requirements.
- Document findings and recommendations within 3 business days of receiving the application.
- Ensure that the review process includes a checklist that covers all critical compliance areas, with at least 10 key points evaluated.

Test Outline:
- Verify that the compliance assessment meets the 95% threshold by cross-referencing with the Zoning Ordinance.
- Check the timeline to confirm that documentation of findings is completed within the 3-day timeframe.
- Review the checklist used during the Staff Review to ensure it includes all 10 key compliance points.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",3,5,2.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
US025,"As a Zoning Staff member, I want to Process the Requests for Zoning Information, so that I can capture my response to the request in the system and also send a communication from the system to the Applicant.","User Story:
As a Zoning Staff member, I want to efficiently process requests for zoning information so that I can accurately document my responses in the system and automatically communicate the information to the applicant.

Acceptance Criteria:
- Each zoning request must be logged in the system with a timestamp and unique request ID.
- The system should generate and send a confirmation email to the applicant within 10 minutes of processing the request.
- Ensure that at least 95% of requests are processed and communicated within a 24-hour timeframe.

Test Outline:
- Verify that each request is recorded in the system with the correct details and timestamps.
- Check the email logs to confirm that confirmation emails are sent to applicants within the specified time limit.
- Measure the processing time for requests to ensure that the 24-hour response goal is met for the majority of requests.","that (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US026,"As a Zoning Staff member, I want to Issue the Zoning-Related Permits, so that I can satisfy an Applicant's request for service that has proven to be eligible and in compliance with the Zoning Ordinance.","User Story:
As a Zoning Staff member, I want to efficiently issue zoning-related permits so that I can promptly fulfill an applicant's service request that meets all eligibility criteria and complies with the Zoning Ordinance.

Acceptance Criteria:
- Verify that 100% of issued permits are compliant with the Zoning Ordinance requirements.
- Process and issue permits within a maximum of 10 business days from the application submission date.
- Maintain a record of at least 95% applicant satisfaction based on feedback regarding the permit issuance process.

Test Outline:
- Review a sample of issued permits to ensure they meet all compliance standards outlined in the Zoning Ordinance.
- Track the time taken from application submission to permit issuance to confirm it does not exceed the 10-day limit.
- Conduct a survey of applicants to assess satisfaction levels and ensure they meet or exceed the 95% threshold.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",3,4,1.0,3,5,2.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
US027,"As a Staff member, I want to Develop a Staff Report, so that I can publish and distribute the report according to business rules.","User Story:
As a Staff member, I want to create a comprehensive Staff Report so that I can efficiently publish and distribute it in compliance with established business rules, ensuring all stakeholders receive the necessary information.

Acceptance Criteria:
- The report must include all required sections as per the business rules, ensuring completeness and accuracy.
- The report should be generated and ready for distribution within 24 hours of the request.
- A distribution list must be established, ensuring that at least 90% of relevant stakeholders receive the report.

Test Outline:
- Review the generated Staff Report to confirm that all required sections are included and adhere to business rules.
- Track the time taken from the request to the report's readiness to ensure it meets the 24-hour deadline.
- Verify the distribution list and confirm that at least 90% of stakeholders have received the report through follow-up communication.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US028,"As a Staff member, I want to Manage Hearing Calendars, so that I can track hearing-related activities and due dates.","User Story:
As a Staff member, I want to efficiently manage hearing calendars so that I can effectively monitor hearing-related activities and ensure all due dates are met, enhancing overall operational efficiency.

Acceptance Criteria:
- Ability to create, update, and delete hearing calendar entries with a user-friendly interface.
- Notifications for upcoming hearing activities must be sent at least 48 hours in advance.
- A summary report of all scheduled hearings and their due dates should be accessible within 1 click.

Test Outline:
- Test the functionality to create, update, and delete calendar entries to ensure all actions are performed correctly.
- Verify that notifications are received 48 hours prior to each scheduled hearing.
- Check the accessibility and accuracy of the summary report for scheduled hearings and due dates.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US029,"As a Staff member, I want to Assign a Hearing Date, so that I can present the application to the appropriate governing body within the timelines dictated by the relevant County rules and procedures.","User Story:
As a Staff member, I want to schedule a Hearing Date so that I can ensure the application is presented to the relevant governing body within the deadlines established by the applicable County regulations and procedures.

Acceptance Criteria:
- Assign a Hearing Date that complies with the County's timeline requirements, ensuring it is set at least 14 days in advance of the hearing.
- Confirm that all necessary notifications are sent to stakeholders at least 7 days prior to the Hearing Date.
- Track and document the scheduling process to ensure adherence to County rules, with a completion rate of 100% for all scheduled hearings.

Test Outline:
- Review the scheduled Hearing Date against the County's timeline requirements to verify compliance.
- Check the notification logs to ensure all stakeholders received their notifications within the specified timeframe.
- Audit the scheduling documentation to confirm that all hearings are recorded and meet the established criteria.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US030,"As a Staff member, I want to Manage Affidavits, so that I can ensure compliance with the requirements prior to the hearing.","User Story:
As a Staff member, I want to efficiently manage affidavits to ensure that all compliance requirements are met before the hearing, thereby minimizing the risk of delays or legal issues.

Acceptance Criteria:
- Verify that 100% of affidavits are reviewed for compliance at least 48 hours prior to the hearing.
- Track and document any compliance issues identified, aiming for a resolution rate of 90% before the hearing date.
- Implement a system to notify staff of any outstanding affidavits that require attention, ensuring that no more than 5% remain unaddressed.

Test Outline:
- Review the compliance status of affidavits to confirm that all have been assessed within the required timeframe.
- Analyze the documentation of compliance issues to ensure that the resolution rate meets the target.
- Check the notification system to verify that alerts are sent for any affidavits that are still pending review.","that (ISO 29148)
all (ISO 29148)
more (NASA ARM)",4,4,0.0,3,4,1.0,4,4,0.0,3,5,2.0,4,5,1.0,2,5,3.0,3,4,1.0,—
US031,"As an Applicant, I want to Satisfy Hearing Requirements, so that I can ensure all pre-hearing requirements are satisfied in time for the hearing.","User Story:
As an Applicant, I want to fulfill all hearing requirements promptly so that I can guarantee that all pre-hearing obligations are completed well in advance of the scheduled hearing date.

Acceptance Criteria:
- Confirm that all required documents are submitted at least 7 days before the hearing.
- Ensure that all necessary fees are paid and receipts are obtained prior to the hearing date.
- Verify that any additional information requested by the hearing authority is provided within 48 hours of the request.

Test Outline:
- Review the submission logs to check that all documents were submitted on time.
- Cross-check payment records to confirm that all fees were settled before the deadline.
- Track the response time for additional information requests to ensure compliance with the 48-hour requirement.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",2,4,2.0,2,4,2.0,3,4,1.0,2,5,3.0,4,5,1.0,2,5,3.0,3,4,1.0,—
