ID,Original User Story,Rewritten User Story,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
A2US1Ll,"As a researcher, I want to develop an objective method to track physical-aggressive incidents in children, so that I can identify early warning signs and provide timely interventions.","User Story:
As a researcher, I want to create a standardized and objective framework for monitoring physical aggression incidents among children, so that I can effectively identify early warning signs and implement timely interventions to improve their behavioral outcomes.

Acceptance Criteria:
- Establish a clear definition of physical aggression incidents, including specific behaviors to be tracked.
- Develop a tracking system that records at least 90% of reported incidents accurately over a 6-month period.
- Implement a feedback mechanism that allows for the analysis of intervention effectiveness within 3 months of implementation.

Test Outline:
- Conduct a pilot study to validate the tracking framework and ensure it captures the defined incidents accurately.
- Review incident reports to confirm that the tracking system meets the 90% accuracy threshold.
- Analyze the data collected to assess the impact of interventions on reducing physical aggression incidents within the specified timeframe.","it (ISO 29148)
that (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",3,4,1.0,3,5,2.0,4,5,1.0,2,5,3.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A2US2Ll,"As a parent, I want to know if my child is experiencing aggressive episodes, so that I can provide support and guidance to help them manage their emotions and behaviors.","User Story:
As a parent, I want to receive timely notifications regarding any aggressive episodes my child may be experiencing, so that I can offer appropriate support and guidance to help them effectively manage their emotions and behaviors.

Acceptance Criteria:
- Notifications must be triggered within 5 minutes of an aggressive episode being detected.
- A detailed report of the episode, including time, duration, and context, should be provided to the parent.
- The system should offer at least 3 actionable strategies for managing the child's emotions following an episode.

Test Outline:
- Monitor the system to ensure notifications are sent within the specified time frame after an aggressive episode is identified.
- Review the content of the reports generated to confirm they include all required details.
- Evaluate the effectiveness of the suggested strategies by gathering feedback from parents on their usability and impact.","that (ISO 29148)
appropriate (ISO 29148)
all (ISO 29148)
timely (NASA ARM)
can (NASA ARM)
may (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,2,5,3.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A2US3Ll,"As a clinician, I want to use wearable-sensor-derived physical activity data to identify patterns that distinguish physical-aggressive incidents in children, so that I can develop targeted treatments and interventions.","User Story:
As a clinician, I want to analyze physical activity data derived from wearable sensors to identify specific patterns that differentiate physical aggression incidents in children, so that I can create tailored treatment plans and interventions that effectively address these behaviors.

Acceptance Criteria:
- Collect and analyze at least 1,000 hours of wearable sensor data from children exhibiting physical aggression.
- Identify and document at least 5 distinct behavioral patterns associated with physical aggression incidents.
- Develop and propose 3 targeted intervention strategies based on the identified patterns for clinical testing.

Test Outline:
- Verify the collection of wearable sensor data and ensure it meets the required duration and sample size.
- Analyze the data to confirm the identification of the specified behavioral patterns.
- Review the proposed intervention strategies to ensure they are based on the documented patterns and ready for clinical evaluation.","it (ISO 29148)
that (ISO 29148)
these (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
A2US4Ll,"As a data analyst, I want to apply machine learning techniques (e.g., random forest) to analyze physical activity data and identify physical-aggressive incidents with high precision and accuracy, so that I can contribute to the development of an objective detection method.","User Story:
As a data analyst, I want to implement advanced machine learning algorithms, such as random forest, to analyze physical activity data and accurately identify incidents of physical aggression, so that I can support the creation of a reliable and objective detection system.

Acceptance Criteria:
- Achieve a precision rate of at least 90% in identifying physical-aggressive incidents.
- Ensure the accuracy of the model is at least 85% when tested on a validation dataset.
- Complete the analysis and present findings within a 4-week timeframe.

Test Outline:
- Evaluate the model's precision and accuracy using a confusion matrix on the test dataset to confirm it meets the specified thresholds.
- Review the project timeline to ensure the analysis is completed and findings are presented within the designated 4-week period.","reliable (ISO 29148)
it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
A2US5Ll,"As a researcher, I want to collect demographic, anthropometric, and clinical data from participants to better understand the context and contributing factors of physical-aggressive incidents in children, so that I can develop a more comprehensive understanding of the phenomenon.","User Story:
As a researcher, I want to gather detailed demographic, anthropometric, and clinical data from participants to thoroughly analyze the context and contributing factors of physical aggression incidents in children, so that I can formulate a more nuanced understanding of this behavior and its underlying causes.

Acceptance Criteria:
- Collect demographic data from at least 100 participants, including age, gender, and socioeconomic status.
- Obtain anthropometric measurements (height, weight, BMI) for each participant to assess physical development.
- Compile clinical data, including any history of behavioral issues or psychological assessments, for at least 75% of the participants.

Test Outline:
- Review the collected demographic data to ensure it meets the minimum participant count and includes all required fields.
- Verify the accuracy of anthropometric measurements by cross-referencing with recorded data.
- Analyze the completeness of clinical data to confirm that at least 75% of participants have documented histories.","it (ISO 29148)
this (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)
more (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
A2US6Ll,"As a developer, I want to design a wearable device (e.g., waist-worn activity monitor) that can track physical activity data in children and transmit it to a remote server for analysis, so that I can enable remote monitoring and detection of physical-aggressive incidents.","User Story:
As a developer, I want to create a waist-worn wearable device that accurately tracks physical activity data in children and securely transmits this information to a remote server for analysis, so that I can facilitate effective remote monitoring and timely detection of potentially aggressive physical incidents.

Acceptance Criteria:
- The device must accurately record at least 95% of physical activity data, including steps taken, duration of activity, and intensity levels.
- Data transmission to the remote server should occur in real-time with a latency of no more than 2 seconds.
- The system should generate alerts for physical-aggressive incidents with a detection accuracy of at least 90%.

Test Outline:
- Conduct tests to verify the accuracy of the activity tracking against a standard measurement tool.
- Measure the time taken for data to be transmitted from the device to the server to ensure it meets the latency requirement.
- Simulate physical-aggressive incidents to evaluate the system's alert generation and confirm the accuracy of incident detection.","effective (ISO 29148)
it (ISO 29148)
this (ISO 29148)
that (ISO 29148)
effective (NASA ARM)
timely (NASA ARM)
can (NASA ARM)
more (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
A2US7Ll,"As a parent, I want to receive alerts and notifications when my child experiences a physical-aggressive incident, so that I can provide immediate support and guidance.","User Story:
As a parent, I want to receive real-time alerts and notifications whenever my child is involved in a physical-aggressive incident, so that I can promptly offer support and guidance to ensure their safety and well-being.

Acceptance Criteria:
- Notifications must be sent within 2 minutes of the incident being reported.
- Alerts should include specific details about the incident, such as time, location, and nature of the aggression.
- The system should allow parents to customize notification preferences, including the option for SMS or app notifications.

Test Outline:
- Simulate a physical-aggressive incident and measure the time taken to send the notification to the parent.
- Review the content of the notification to ensure it includes all required details about the incident.
- Test the customization feature to confirm that parents can successfully set their preferred notification method.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A2US8Ll,"As a researcher, I want to investigate the effectiveness of the machine learning model in distinguishing physical aggression epochs from non-aggression epochs, so that I can refine and improve the detection algorithm.","User Story:
As a researcher, I want to analyze the performance of the machine learning model in accurately differentiating between physical aggression epochs and non-aggression epochs, so that I can enhance the detection algorithm's precision and reliability.

Acceptance Criteria:
- Achieve at least 90% accuracy in classifying aggression versus non-aggression epochs during testing.
- Ensure the model's precision and recall for aggression detection are both above 85%.
- Validate the model's performance using a dataset of at least 1,000 labeled epochs to ensure robustness.

Test Outline:
- Conduct a series of tests to measure the model's accuracy, precision, and recall against the labeled dataset.
- Review the classification results to confirm that the model meets or exceeds the specified performance metrics.","that (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
A2US9Ll,"As a clinician, I want to use the sensor-derived feature of vector magnitude (faster triaxial acceleration) to identify early warning signs of physical-aggressive incidents in children, so that I can develop targeted interventions and prevention strategies.","User Story:
As a clinician, I want to leverage the sensor-derived vector magnitude feature, which provides faster triaxial acceleration data, to detect early warning signs of physical aggression in children. This will enable me to formulate targeted interventions and effective prevention strategies.

Acceptance Criteria:
- Successfully analyze vector magnitude data to identify at least 80% of physical-aggressive incidents in children.
- Implement a system that alerts clinicians within 2 minutes of detecting potential aggressive behavior.
- Develop and document at least 3 targeted intervention strategies based on the identified patterns of aggression.

Test Outline:
- Validate the accuracy of the vector magnitude analysis by comparing detected incidents against actual reported cases of aggression.
- Monitor the alert system to ensure notifications are sent within the specified time frame upon detection of aggressive behavior.
- Review the documented intervention strategies to confirm they are based on the data analysis and are actionable.","effective (ISO 29148)
this (ISO 29148)
that (ISO 29148)
faster (ISO 29148)
effective (NASA ARM)",3,4,1.0,3,4,1.0,4,4,0.0,3,5,2.0,3,5,2.0,2,5,3.0,3,4,1.0,—
A2US10Ll,"As a system designer, I want to design a scalable and efficient system for remotely detecting and managing aggressive incidents in children, so that I can enable widespread adoption and improve the lives of children and their families.","User Story:
As a system designer, I want to create a robust and scalable system for the remote detection and management of aggressive incidents in children, so that I can facilitate widespread adoption and significantly enhance the well-being of children and their families.

Acceptance Criteria:
- The system must support at least 1,000 concurrent users without performance degradation.
- Incident detection accuracy should be ≥ 90%, ensuring reliable identification of aggressive behaviors.
- The system should provide actionable insights within 5 minutes of incident detection to enable timely interventions.

Test Outline:
- Conduct load testing to verify that the system can handle 1,000 concurrent users while maintaining performance standards.
- Evaluate the accuracy of incident detection through a series of controlled tests to ensure it meets or exceeds the 90% threshold.
- Measure the time taken from incident detection to the delivery of actionable insights to confirm it is within the 5-minute target.","reliable (ISO 29148)
robust (ISO 29148)
it (ISO 29148)
that (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",2,4,2.0,2,4,2.0,3,5,2.0,2,5,3.0,2,5,3.0,1,5,4.0,2,5,3.0,—
A3US1Ll,"As a social media platform administrator, I want to detect aggressive behavior on Twitter in real-time, so that I can prevent online harassment and maintain a safe online environment.","User Story:
As a social media platform administrator, I want to implement a real-time detection system for aggressive behavior on Twitter so that I can proactively prevent online harassment and ensure a safer online community for all users.

Acceptance Criteria:
- The system must identify and flag at least 90% of aggressive posts within 5 seconds of being published.
- Provide a dashboard that displays real-time statistics on detected aggressive behavior, with updates every minute.
- Ensure that at least 80% of flagged posts are reviewed by moderators within 10 minutes of detection.

Test Outline:
- Conduct tests to measure the accuracy and speed of the detection system in identifying aggressive behavior.
- Monitor the dashboard for real-time updates and verify that statistics are refreshed as specified.
- Track the response time of moderators to flagged posts to ensure compliance with the review time criteria.","that (ISO 29148)
all (ISO 29148)
every (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A3US2Ll,"As a data scientist, I want to develop a machine learning framework that can adapt to new annotated examples and evolve with changing aggressive behavior on social media, so that I can maintain high detection accuracy.","User Story:
As a data scientist, I want to create a dynamic machine learning framework that can seamlessly integrate new annotated examples and adapt to evolving aggressive behavior patterns on social media, so that I can sustain a detection accuracy of at least 90% over time.

Acceptance Criteria:
- The framework must successfully incorporate new annotated examples within 24 hours of availability.
- Achieve a minimum detection accuracy of 90% on a validation dataset that reflects the latest social media trends.
- The system should demonstrate adaptability by maintaining performance levels with a variance of no more than 5% in accuracy after each update.

Test Outline:
- Monitor the integration process of new annotated examples to ensure it occurs within the specified timeframe.
- Evaluate the detection accuracy on a validation dataset before and after updates to confirm it meets the target.
- Analyze performance metrics post-update to verify that accuracy variance remains within the acceptable range.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)
more (NASA ARM)",2,4,2.0,2,4,2.0,3,5,2.0,2,5,3.0,2,5,3.0,2,5,3.0,2,5,3.0,—
A3US3Ll,"As a researcher, I want to compare the performance of our real-time framework with traditional batch-based machine learning models, so that I can demonstrate the effectiveness of our approach.","User Story:
As a researcher, I want to evaluate and contrast the performance of our real-time machine learning framework against conventional batch-based models, so that I can provide quantifiable evidence of the superiority and effectiveness of our innovative approach.

Acceptance Criteria:
- Conduct performance tests that measure and compare accuracy, latency, and throughput of both frameworks, with results documented in a report.
- Ensure that the real-time framework demonstrates at least a 20% improvement in processing speed compared to the batch-based models.
- Collect user feedback indicating at least 80% satisfaction with the real-time framework's responsiveness and effectiveness.

Test Outline:
- Execute a series of benchmark tests to gather performance data on both the real-time and batch-based models, analyzing key metrics.
- Review the performance report to confirm that the real-time framework meets or exceeds the specified improvement thresholds.
- Distribute a survey to users to assess their satisfaction levels with the real-time framework and compile the results for analysis.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,5,2.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
A3US4Ll,"As a system administrator, I want to deploy our framework on a minimal number of commodity machines, so that I can process the entire Twitter Firehose (778 million tweets per day) without excessive resource requirements.","User Story:
As a system administrator, I want to implement our framework on a limited number of cost-effective commodity machines so that I can efficiently handle the processing of the entire Twitter Firehose, which consists of approximately 778 million tweets daily, while minimizing resource consumption.

Acceptance Criteria:
- Deploy the framework on no more than 10 commodity machines to ensure cost efficiency.
- Achieve a processing capacity that can handle at least 778 million tweets per day without exceeding 75% resource utilization.
- Ensure that the system maintains an uptime of 99.9% during peak tweet processing times.

Test Outline:
- Monitor the number of machines used for deployment to confirm it does not exceed the specified limit.
- Measure the system's processing capacity to verify it can handle the full volume of tweets while tracking resource utilization.
- Conduct uptime tests during peak hours to ensure the system meets the required availability percentage.","effective (ISO 29148)
it (ISO 29148)
that (ISO 29148)
effective (NASA ARM)
can (NASA ARM)
more (NASA ARM)",4,5,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
A3US5Ll,"As a social media user, I want to feel safe online and know that aggressive behavior is being detected and addressed in real-time, so that I can engage in online conversations without fear of harassment.","User Story:
As a social media user, I want to have a sense of security while interacting online, with real-time detection and management of aggressive behavior, so that I can participate in discussions confidently, free from the threat of harassment.

Acceptance Criteria:
- Implement a system that identifies and flags aggressive behavior with at least 90% accuracy in real-time.
- Ensure that users receive notifications of detected aggressive interactions within 1 minute of occurrence.
- Provide users with the ability to report flagged content, with a response from moderation teams within 24 hours.

Test Outline:
- Test the detection system by simulating aggressive interactions and measuring the accuracy of the flags generated.
- Monitor the notification system to confirm that alerts are sent to users within the specified time frame.
- Evaluate the reporting process by submitting flagged content and tracking the response time from the moderation team.","that (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
A3US6Ll,"As a content moderator, I want to receive alerts and notifications about detected aggressive behavior, sarcasm, racism, and sexism on Twitter, so that I can take prompt action to remove harmful content.","User Story:
As a content moderator, I want to receive real-time alerts and notifications regarding instances of aggressive behavior, sarcasm, racism, and sexism on Twitter, so that I can swiftly take action to eliminate harmful content and maintain a safe online environment.

Acceptance Criteria:
- Alerts must be generated within 2 seconds of detecting inappropriate content to ensure timely intervention.
- Notifications should categorize the type of harmful behavior (aggression, sarcasm, racism, sexism) for efficient response.
- A dashboard must be available to track the number of alerts received and actions taken, with a target of addressing at least 90% of flagged content within 10 minutes.

Test Outline:
- Simulate instances of aggressive behavior and other harmful content to verify that alerts are triggered within the specified time frame.
- Review the categorization of notifications to ensure they accurately reflect the type of detected behavior.
- Monitor the dashboard to confirm that the response rate meets the target of addressing 90% of flagged content within the designated time.","efficient (ISO 29148)
that (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A3US7Ll,"As a developer, I want to integrate our real-time framework with existing social media platforms, so that I can provide a seamless user experience and detect aggressive behavior across different platforms.","User Story:
As a developer, I want to connect our real-time framework with various social media platforms so that I can deliver a cohesive user experience and effectively identify and address aggressive behavior across these platforms.

Acceptance Criteria:
- Successfully integrate with at least 3 major social media platforms (e.g., Facebook, Twitter, Instagram) within the next quarter.
- Achieve a response time of less than 1 second for real-time updates from these platforms.
- Implement a monitoring system that detects and flags aggressive behavior with a minimum accuracy rate of 90%.

Test Outline:
- Verify the successful integration by testing data flow between our framework and the selected social media platforms.
- Measure the response time for real-time updates to ensure it meets the specified threshold.
- Conduct tests to evaluate the monitoring system's accuracy in detecting aggressive behavior and confirm it meets the required accuracy rate.","it (ISO 29148)
that (ISO 29148)
these (ISO 29148)
can (NASA ARM)
less (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
