ID,Original User Story,Rewritten User Story,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
US011,"As a site member, I want to mark my email address as private even if the rest of my profile is not, so that no one can contact me.","User Story:
As a site member, I want the option to designate my email address as private, even when my profile information is public, so that I can prevent unwanted contact from other users.

Acceptance Criteria:
- Provide a toggle feature to set the email address to private.
- Ensure that the email address is hidden from all other users when marked as private.
- Confirm that the privacy setting can be updated at any time by the member.

Test Outline:
- Test the functionality of the toggle to mark the email as private.
- Verify that the email address is not visible to other users when the privacy setting is enabled.
- Check that the member can successfully change the privacy setting without issues.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,3,2.0,2,3,1.0,—
US012,"As a site member, I want to send an email to any member via a form, so that we can connect.","User Story:
As a site member, I want to utilize a form to send messages to other members, enabling us to establish connections and communicate effectively.

Acceptance Criteria:
- Successfully submit an email through the designated form.
- Ensure the recipient receives the email promptly.
- Confirm that the email content is correctly formatted and delivered without errors.

Test Outline:
- Test the form submission process to verify successful email dispatch.
- Check the recipient's inbox to ensure the email is received.
- Review the email for proper formatting and accuracy of the message.",that (ISO 29148),2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,2,2,0.0,—
US013,"As a site administrator, I want to read practicing and training applications and approve or reject them, so that only applicants who qualify can become CSPs or CSTs.","User Story:
As a site administrator, I want to review applications for practice and training programs and make decisions to approve or deny them, ensuring that only qualified candidates are granted CSP or CST status.

Acceptance Criteria:
- Efficiently access and evaluate all submitted applications.
- Clearly document the reasons for approval or rejection.
- Ensure that the decision process adheres to established qualification criteria.

Test Outline:
- Verify that all applications can be accessed and reviewed without issues.
- Check that each decision is recorded with appropriate justification.
- Confirm that the qualification criteria are consistently applied in the decision-making process.","that (ISO 29148)
appropriate (ISO 29148)
all (ISO 29148)
can (NASA ARM)",2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,2,2,0.0,—
US014,"As a site administrator, I want to edit any site member profile, so that I can correct problems for members.","User Story:
As a site administrator, I want the ability to modify any user's profile, enabling me to resolve issues and ensure that all member information is accurate and up-to-date.

Acceptance Criteria:
- Grant comprehensive access to edit all user profiles as necessary
- Ensure that any modifications made to user profiles are saved successfully
- Present a confirmation notification after each successful profile update

Test Outline:
- Verify that the administrator can access and edit any user profile without restrictions
- Check that all modifications are correctly saved and reflected in the user's profile
- Confirm that a notification appears following each successful profile change","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",2,2,0.0,2,3,1.0,2,2,0.0,1,3,2.0,2,3,1.0,1,3,2.0,2,3,1.0,—
US015,"As a site visitor, I want to read current news on the home page, so that I stay current on agile news.","User Story:
As a site visitor, I want to access the latest news directly from the home page so that I can remain informed about developments in the agile community.

Acceptance Criteria:
- Display the most recent news articles prominently on the home page.
- Ensure news updates are refreshed at least once every hour.
- Provide links to full articles for deeper insights.

Test Outline:
- Verify that the latest news articles are visible on the home page.
- Check the frequency of news updates to confirm they occur hourly.
- Test the links to ensure they direct to the complete articles without errors.","most (ISO 29148)
that (ISO 29148)
every (ISO 29148)
can (NASA ARM)",2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,0,3,3.0,1,3,2.0,—
US016,"As a site visitor, I want to access old news that is no longer on the home page, so that I can access things I remember from the past or that others mention to me.","User Story:
As a site visitor, I want to retrieve archived news articles that are not featured on the homepage, so that I can revisit content I recall or that has been referenced by others.

Acceptance Criteria:
- Provide a dedicated section for accessing archived news articles.
- Ensure that users can search for specific articles by date or keyword.
- Allow easy navigation to find articles from previous months or years.

Test Outline:
- Verify the presence of an archive section on the site.
- Test the search functionality to confirm it returns relevant archived articles.
- Check the navigation options to ensure users can easily browse through older content.","easy (ISO 29148)
it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,2,1.0,2,3,1.0,—
US017,"As a site visitor, I want to email news items to the editor, so that they can be considered for publication.","User Story:
As a site visitor, I want to submit news articles directly to the editor via email, enabling them to assess the content for potential publication.

Acceptance Criteria:
- Develop a user-friendly email submission form that simplifies the process of submitting news articles
- Guarantee that every submission triggers an acknowledgment email confirming its receipt
- Implement an efficient review system for the editor to analyze the submitted articles

Test Outline:
- Evaluate the effectiveness and ease of use of the email submission form for news articles
- Verify that users receive a confirmation email promptly after their submission
- Review the editor's evaluation process to ensure all submissions are assessed in a timely manner","efficient (ISO 29148)
that (ISO 29148)
all (ISO 29148)
every (ISO 29148)
timely (NASA ARM)",2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,2,2,0.0,—
US018,"As a site editor, I want to set the following dates on a news item: Start Publishing Date, Old News Date, Stop Publishing Date, so that articles are published on and through appropriate dates.","User Story:
As a site editor, I want to specify the Start Publishing Date, Expiration Date, and Stop Publishing Date for a news article so that the content is released and removed from visibility at the correct times.

Acceptance Criteria:
- Ability to set a Start Publishing Date for when the article becomes live
- Ability to designate an Expiration Date indicating when the article is considered old news
- Ability to establish a Stop Publishing Date to remove the article from circulation

Test Outline:
- Verify that the Start Publishing Date is correctly applied and the article goes live as scheduled
- Check that the Expiration Date is accurately reflected and the article is marked as old news
- Ensure the Stop Publishing Date effectively removes the article from public view",that (ISO 29148),2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,2,0.0,1,3,2.0,2,3,1.0,—
US019,"As a site member, I want to subscribe to an RSS feed of news, so that I remain sufficiently and easily informed.","User Story:
As a site member, I want to sign up for an RSS news feed so that I can effortlessly keep up with the latest information.

Acceptance Criteria:
- Successfully complete the subscription process and receive a confirmation notification.
- Obtain regular updates through the RSS feed in a timely manner.
- Ensure the feed is user-friendly and easy to navigate.

Test Outline:
- Confirm that the subscription process concludes with a confirmation message.
- Monitor the delivery of news updates to ensure they arrive promptly via the RSS feed.
- Evaluate the interface of the RSS feed for usability and accessibility.","easy (ISO 29148)
that (ISO 29148)
timely (NASA ARM)
easy to (NASA ARM)
can (NASA ARM)",2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,2,2,0.0,—
US020,"As a site editor, I want to assign priority numbers to news items, so that I can indicate which articles I want featured most prominently on the site.","User Story:
As a site editor, I want to implement a ranking system for news articles, enabling me to effectively highlight the most impactful stories on the website.

Acceptance Criteria:
- Assign a priority score to each news article to determine its significance.
- Ensure that articles with higher priority scores are displayed more prominently on the site.
- Create an intuitive interface for easily adjusting the priority rankings as needed.

Test Outline:
- Verify that priority scores can be assigned to news articles without issues.
- Evaluate the visibility and positioning of articles based on their assigned priority scores.
- Test the functionality for modifying priority rankings and confirm that changes are accurately reflected on the website.","most (ISO 29148)
intuitive (ISO 29148)
that (ISO 29148)
can (NASA ARM)
more (NASA ARM)",2,2,0.0,2,3,1.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,2,2,0.0,—
US021,"As a site visitor, I want to see a list of all upcoming Certification Courses and can page through them if there are a lot, so that I can choose the best course for me.","User Story:
As a site visitor, I want to access a comprehensive list of upcoming Certification Courses with pagination options, so that I can easily select the course that best fits my needs.

Acceptance Criteria:
- Display a complete list of upcoming Certification Courses.
- Implement pagination to navigate through the list if it exceeds a certain number of entries.
- Ensure each course entry includes essential details such as date, duration, and description.

Test Outline:
- Verify that all upcoming Certification Courses are listed accurately.
- Test the pagination feature to ensure smooth navigation through multiple pages.
- Check that each course entry contains the required information for informed decision-making.","best (ISO 29148)
it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)
best (NASA ARM)",2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,2,1.0,2,3,1.0,—
US022,"As a site visitor, I want to see a list of all upcoming Other Courses and can page through them if necessary, so that I can choose the best course for me.","User Story:
As a site visitor, I want to access a comprehensive catalog of all upcoming Other Courses and navigate through them with ease, so that I can select the course that aligns perfectly with my needs.

Acceptance Criteria:
- Provide an extensive catalog showcasing all upcoming Other Courses.
- Incorporate pagination to enable effortless browsing through the course listings.
- Ensure that detailed descriptions for each course are readily available for informed selection.

Test Outline:
- Verify that the website showcases a complete and updated list of all upcoming Other Courses.
- Assess the pagination feature to confirm smooth navigation between different course pages.
- Check that detailed information for each course is accessible and clearly presented.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,2,2,0.0,—
US023,"As a site visitor, I want to see a list of all upcoming Events, so that I can decide if I want to attend any.","User Story:
As a site visitor, I want to access a comprehensive list of all upcoming events so that I can evaluate my interest in attending any of them.

Acceptance Criteria:
- Display a complete and organized list of upcoming events.
- Include essential details for each event, such as date, time, and location.
- Ensure the list is updated in real-time to reflect any changes or new additions.

Test Outline:
- Verify that the events list is visible and accessible on the site.
- Check that all relevant event details are correctly presented.
- Confirm that the list updates automatically with new events or changes.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,2,1.0,2,3,1.0,—
US024,"As a trainer, I want to create a new course or event, so that site visitors can see it.","User Story:
As a trainer, I want to design and launch a new course or event so that interested individuals can easily find and register for it.

Acceptance Criteria:
- Successfully publish a course or event listing on the platform
- Ensure the new listing is accessible and visible to all site users
- Include comprehensive details about the course or event, such as date, time, and curriculum content

Test Outline:
- Confirm that the course or event can be created without any issues
- Navigate the site to verify that the new listing is displayed for users
- Examine the listing to ensure all pertinent information is presented accurately","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,2,2,0.0,0,2,2.0,1,2,1.0,—
US025,"As a trainer, I want to create an Other Course or Event I am charged a listing fee for that activity, so that I don't list events I don't really intend to hold.","User Story:
As a trainer, I want to launch a new course or event with a specified listing fee, ensuring that I only promote activities I am genuinely committed to delivering.

Acceptance Criteria:
- Successfully establish a new course or event with a clearly defined listing fee.
- Ensure that the listing fee effectively deters the posting of events without firm commitment.
- Verify that the event details are accurately reflected upon creation.

Test Outline:
- Confirm that the listing fee is enforced during the creation of a new course or event.
- Ensure that only events with a verified commitment to take place are displayed.
- Examine the event details to guarantee they are correctly shown after the creation process.",that (ISO 29148),2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,2,2,0.0,—
US026,"As a site administrator, I want to create an Other Course or Event that is not charged a listing fee, so that the Scrum Alliance doesn't charge itself for Scrum Gatherings that it puts on.","User Story:
As a site administrator, I want to facilitate the creation of complimentary listings for Other Courses or Events, enabling the Scrum Alliance to host Scrum Gatherings without any associated costs.

Acceptance Criteria:
- Successfully create a no-cost listing for Other Courses or Events.
- Ensure the listing creation process is streamlined and user-friendly.
- Confirm that the Scrum Alliance can promote its Scrum Gatherings without incurring any expenses.

Test Outline:
- Verify that the listing is created without any fees.
- Assess the user interface for ease of use and efficiency during the listing process.
- Evaluate the effectiveness of Scrum Gathering promotions to ensure they are conducted without financial impact.","that (ISO 29148)
can (NASA ARM)",2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,2,2,0.0,—
US027,"As a site administrator, I want to set the listing fee per Other Course or Event, so that we have flexibility on what to charge in the future.","User Story:
As a site administrator, I want to implement a flexible listing fee structure for each Other Course or Event, allowing us to adjust our pricing strategy in response to market dynamics.

Acceptance Criteria:
- Enable the specification of distinct listing fees for each Other Course or Event
- Ensure that fees can be swiftly modified to reflect changing market conditions
- Offer an intuitive interface for administrators to oversee and adjust listing fees

Test Outline:
- Confirm that administrators can successfully set and alter listing fees for different courses and events
- Validate that any fee adjustments are accurately displayed on the site
- Assess the system's capability to process fee updates seamlessly without errors","intuitive (ISO 29148)
that (ISO 29148)
capability to (NASA ARM)
can (NASA ARM)",2,2,0.0,2,3,1.0,2,2,0.0,1,3,2.0,2,3,1.0,1,3,2.0,2,3,1.0,—
US028,"As a trainer, I want to update one of my existing courses or events, so that it reflects accurate information.","User Story:
As a trainer, I want to modify the details of one of my current courses or events to ensure that all information is accurate and up-to-date.

Acceptance Criteria:
- Successfully access the course or event for editing.
- Implement changes and save the updated information.
- Verify that the updated details are displayed correctly to users.

Test Outline:
- Check that the editing interface allows for modifications.
- Confirm that changes are saved and reflected in the course or event listing.
- Review the updated information to ensure accuracy and completeness.","that (ISO 29148)
all (ISO 29148)",2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,2,2,0.0,—
US029,"As a trainer, I want to delete one of my courses or events, so that it's no longer listed if I cancel for some reason.","User Story:
As a trainer, I want the capability to remove a course or event from my listings so that it is hidden from view in the event of a cancellation.

Acceptance Criteria:
- Successfully eliminate a chosen course or event from the platform.
- Verify that the removed course or event is no longer accessible to users post-deletion.
- Ensure the deletion process executes flawlessly without any errors.

Test Outline:
- Confirm that the course or event can be selected and removed effectively.
- Inspect the listings to ensure the deleted item is absent.
- Assess the deletion feature to guarantee it functions seamlessly without complications.","it (ISO 29148)
that (ISO 29148)
capability to (NASA ARM)
can (NASA ARM)",2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,2,1.0,2,3,1.0,—
US030,"As a trainer, I want to copy one of my courses or events, so that I can create a new one.","User Story:
As a trainer, I want to replicate an existing course or event, allowing me to streamline the creation of new offerings.

Acceptance Criteria:
- Successfully generate a duplicate of the chosen course or event.
- Ensure that all pertinent details and resources are accurately transferred to the new version.
- Facilitate straightforward modifications to the replicated course or event.

Test Outline:
- Confirm that the replication process produces an identical copy of the original course or event.
- Verify that all related materials and information are included in the new version.
- Assess the ease of editing the duplicated course or event without complications.","that (ISO 29148)
all (ISO 29148)",2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,2,2,0.0,0,2,2.0,1,2,1.0,—
US031,"As a site admin, I want to delete any course or event, so that I can remove things that will no longer occur.","User Story:
As a site admin, I want the capability to remove any course or event, allowing me to efficiently manage and update the platform by eliminating obsolete or canceled listings.

Acceptance Criteria:
- Successfully execute the deletion of a course or event from the system.
- Ensure that the deletion can be undone within a defined recovery period.
- Confirm that users receive notifications about any major changes to courses or events.

Test Outline:
- Assess the deletion feature to verify its proper functionality.
- Validate that items can be restored within the specified recovery timeframe.
- Ensure that users are promptly informed about the removal of courses or events.","that (ISO 29148)
capability to (NASA ARM)
can (NASA ARM)",2,2,0.0,2,3,1.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,2,2,0.0,—
US032,"As a site editor, I want to update any course or event, so that I can fix things the original author hasn't.","User Story:
As a site editor, I want the capability to edit any course or event details so that I can rectify errors or enrich information that the original creator may have missed.

Acceptance Criteria:
- Grant editing permissions for all course and event records.
- Ensure that modifications are saved and displayed instantly on the website.
- Notify the original creator about any changes made to their entries.

Test Outline:
- Confirm that the content manager can access and update course and event details.
- Validate that the changes appear on the website immediately after saving.
- Check that the original creator receives a notification regarding the updates.","that (ISO 29148)
all (ISO 29148)
capability to (NASA ARM)
can (NASA ARM)
may (NASA ARM)",2,3,1.0,1,3,2.0,2,3,1.0,1,2,1.0,2,2,0.0,0,2,2.0,1,2,1.0,—
US033,"As a trainer, I want to turn a course into an event or an event into a course, so that I can correctly classify anything that was entered incorrectly.","User Story:
As a trainer, I want to convert a course into an event or vice versa, enabling me to accurately categorize any entries that were misclassified.

Acceptance Criteria:
- Successfully transform a course into an event when needed.
- Effectively change an event into a course as required.
- Ensure all misclassified entries are correctly identified and reclassified.

Test Outline:
- Verify that a course can be converted to an event without data loss.
- Check that an event can be transformed into a course seamlessly.
- Validate that all previously misclassified entries are now accurately categorized.","that (ISO 29148)
all (ISO 29148)
as required (NASA ARM)
can (NASA ARM)",2,2,0.0,2,3,1.0,2,2,0.0,1,3,2.0,2,3,1.0,1,3,2.0,2,3,1.0,—
US034,"As a site visitor, I want to have an advanced search option that lets me fill in a form of search criteria, so that I can quickly find what I am looking for.","User Story:
As a site visitor, I want to utilize an enhanced search feature that allows me to input specific search criteria through a form, so that I can efficiently locate the information I need.

Acceptance Criteria:
- Provide a user-friendly form for entering search parameters.
- Ensure search results are displayed within 3 seconds of submission.
- Allow filtering options to refine search results based on user preferences.

Test Outline:
- Test the functionality of the search form to confirm it accepts various criteria.
- Measure the response time for search results after form submission.
- Verify that filtering options effectively narrow down the search results.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",2,3,1.0,2,3,1.0,2,3,1.0,1,3,2.0,2,3,1.0,1,3,2.0,2,3,1.0,—
US035,"As a site visitor, I want to view a course I can click on the trainer's name and be taken to the trainer's profile, so that I can read more about a trainer before registering for a course.","User Story:
As a site visitor, I want to access a course and click on the trainer's name to navigate to their profile, so that I can learn more about the trainer's qualifications and background before enrolling in a course.

Acceptance Criteria:
- Ensure the trainer's name is clickable and directs to their profile page.
- Display comprehensive information about the trainer on their profile.
- Allow users to easily return to the course page after viewing the trainer's profile.

Test Outline:
- Verify that clicking the trainer's name redirects to the correct profile.
- Check that the trainer's profile contains detailed information.
- Confirm that users can navigate back to the course page seamlessly.","that (ISO 29148)
can (NASA ARM)
more (NASA ARM)",2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,2,1.0,2,3,1.0,—
US036,"As a site visitor, I want to subscribe to an RSS feed of upcoming courses and events, so that I am up to day without having to visit the site.","User Story:
As a site visitor, I want to enroll in an RSS feed for upcoming courses and events so that I can stay informed without needing to frequently check the website.

Acceptance Criteria:
- Successfully subscribe to the RSS feed for courses and events.
- Receive timely updates through the RSS feed.
- Ensure the feed includes all relevant upcoming events and courses.

Test Outline:
- Verify that the subscription process for the RSS feed is functional.
- Check the RSS feed for timely updates on new courses and events.
- Confirm that the feed accurately reflects all scheduled events and courses.","that (ISO 29148)
all (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,2,0.0,1,2,1.0,2,2,0.0,—
US037,"As a site visitor, I want to read FAQs, so that I can get quick answers.","User Story:
As a site visitor, I want to effortlessly locate the FAQ section so that I can swiftly obtain answers to my questions.

Acceptance Criteria:
- The FAQ section is prominently displayed and can be accessed directly from the homepage.
- Each response in the FAQ is straightforward, succinct, and provides valuable information.
- Users can effectively search for specific questions within the FAQ section.

Test Outline:
- Verify that the FAQ section is clearly visible and easily reachable from the homepage.
- Assess all FAQ entries to ensure they deliver clear and useful information.
- Test the search functionality to confirm it returns relevant and precise results.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,0,2,2.0,1,2,1.0,—
US038,"As a site editor, I want to maintain a FAQ section, so that support gets fewer easily answered questions.","User Story:
As a site editor, I want to curate a comprehensive FAQ section so that the support team receives fewer inquiries regarding common questions.

Acceptance Criteria:
- Create and publish at least 20 frequently asked questions with clear answers.
- Ensure the FAQ section is easily accessible from the main site navigation.
- Monitor and report a reduction in support tickets related to the topics covered in the FAQ.

Test Outline:
- Review the FAQ section for completeness and clarity of information.
- Test the accessibility of the FAQ from various pages on the site.
- Analyze support ticket data to confirm a decrease in related inquiries post-implementation.",that (ISO 29148),2,3,1.0,2,3,1.0,2,3,1.0,1,3,2.0,2,3,1.0,1,3,2.0,2,3,1.0,—
