ID,Original User Story,Rewritten User Story,Correction Reason,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
A2US1Ge,"As a parent, I want a device that can track my child's physical activity and potentially identify aggressive episodes so that I can intervene and provide support.","User Story:
As a parent, I want a wearable device that accurately tracks my child's physical activity levels and detects potential aggressive episodes so that I can intervene promptly and provide necessary support to promote their well-being.

Acceptance Criteria:
- The device must track physical activity with at least 95% accuracy, logging steps, active minutes, and calories burned.
- It should identify aggressive episodes with a detection accuracy of 90% or higher, providing real-time alerts to the parent.
- The device's battery life must last a minimum of 48 hours on a single charge to ensure continuous monitoring.

Test Outline:
- Validate the accuracy of physical activity tracking by comparing device data against a calibrated fitness tracker over a week.
- Conduct controlled tests to assess the device's ability to detect aggressive behavior, measuring the accuracy of alerts against observed behaviors.
- Monitor battery performance over multiple days to ensure it meets the 48-hour requirement.","The original user story was clear but lacked measurable criteria and specificity. The improved version enhances clarity by detailing the device's capabilities, establishing quantifiable acceptance criteria, and providing a structured test outline to ensure functionality and effectiveness.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
A2US2Ge,"As a teacher, I want a tool that can discreetly monitor student activity levels in the classroom and alert me to potential aggression so that I can de-escalate situations before they escalate.","User Story:
As a teacher, I want a discreet monitoring tool that tracks student activity levels in real-time and alerts me to signs of potential aggression so that I can intervene proactively and maintain a positive classroom environment.

Acceptance Criteria:
- The tool must provide real-time monitoring with alerts generated within 5 seconds of detecting concerning behavior.
- At least 90% of alerts should accurately reflect genuine instances of potential aggression, minimizing false positives.
- The system should allow for customizable alert thresholds based on individual classroom dynamics, with at least 3 different settings available.

Test Outline:
- Simulate various classroom scenarios to evaluate the tool's response time and accuracy in detecting aggression.
- Gather feedback from teachers on the effectiveness of the alerts and the usability of the customization features.","The original user story was clear but lacked measurable criteria and specificity. The improved version enhances clarity by detailing the tool's functionality, establishing quantifiable acceptance criteria, and providing a structured test outline to ensure effectiveness.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
A2US3Ge,"As a therapist working with aggressive children, I want objective data on their physical activity patterns to track progress in anger management and de-escalation techniques.","User Story:
As a therapist working with aggressive children, I want to obtain objective data on their physical activity patterns so that I can effectively track their progress in anger management and the effectiveness of de-escalation techniques.

Acceptance Criteria:
- The system must provide detailed reports on physical activity levels, including duration and intensity, for at least 90% of sessions.
- Data should be updated in real-time, allowing for immediate access during therapy sessions.
- Progress reports should show a measurable improvement in physical activity patterns, with at least a 20% increase in positive engagement over a 3-month period.

Test Outline:
- Analyze the data collected over multiple sessions to ensure it meets the 90% reporting accuracy requirement.
- Verify the real-time update functionality by testing the system during live therapy sessions.
- Review progress reports with clients to confirm the 20% improvement in physical activity patterns.","The original user story was clear but lacked measurable criteria and specific outcomes. The improved version enhances clarity by specifying the therapist's role, the capability needed, and explicit, quantifiable acceptance criteria and test outlines to ensure effective tracking of progress.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,5,5,0.0,4,5,1.0,4,5,1.0,—
A2US4Ge,"As a researcher studying childhood aggression, I want access to a non-invasive method for collecting real-time data on physical aggression in children so that I can better understand its triggers and consequences.","User Story:
As a researcher studying childhood aggression, I want a reliable non-invasive method to collect real-time data on physical aggression in children so that I can analyze its triggers and consequences effectively, leading to improved intervention strategies.

Acceptance Criteria:
- The data collection method must capture instances of physical aggression with at least 95% accuracy in real-time.
- The system should be able to process and display data within 1 minute of collection to facilitate timely analysis.
- User feedback from at least 80% of researchers using the method should indicate satisfaction with its ease of use and effectiveness.

Test Outline:
- Conduct trials to compare the accuracy of the data collection method against observed instances of aggression.
- Measure the time taken from data collection to display to ensure it meets the 1-minute requirement.
- Gather user feedback through surveys to assess satisfaction levels regarding the method's usability.","The original user story was well-defined but could benefit from more specificity and measurable criteria. The improved version clarifies the researcher's role, emphasizes the importance of accuracy and timeliness, and includes explicit acceptance criteria and a structured test outline to enhance clarity and focus on research outcomes.","reliable (ISO 29148)
it (ISO 29148)
that (ISO 29148)
improved (ISO 29148)
be able to (NASA ARM)
timely (NASA ARM)
can (NASA ARM)
improved (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
A2US5Ge,"As a school administrator, I want a system that helps identify students at risk of aggressive behavior so that I can implement targeted interventions and create a safer learning environment.","User Story:
As a school administrator, I want a comprehensive system that accurately identifies students at risk of exhibiting aggressive behavior so that I can implement targeted interventions and enhance the overall safety of the learning environment.

Acceptance Criteria:
- The system must analyze student data and flag at least 85% of students who exhibit risk factors for aggressive behavior.
- Intervention strategies should be developed and initiated within 2 weeks of identification for at least 90% of flagged students.
- The effectiveness of interventions should be evaluated, showing a reduction in aggressive incidents by at least 30% within the following semester.

Test Outline:
- Review the system's data analysis capabilities by comparing flagged students against actual behavioral incidents over a school year.
- Track the timeline from identification to intervention implementation to ensure it meets the 2-week requirement.
- Measure the rate of aggressive incidents before and after interventions to assess the 30% reduction goal.","The original user story was clear but lacked measurable criteria and specific outcomes. The improved version enhances clarity by specifying the system's capabilities, establishing quantifiable acceptance criteria, and providing a structured test outline to ensure accountability and effectiveness.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
A2US6Ge,"As a child with a history of aggression, I want a wearable device that helps me and my parents monitor my activity levels and receive alerts when aggressive behavior might be escalating.","User Story:
As a child with a history of aggression, I want a wearable device that tracks my activity levels and sends alerts to my parents when it detects signs of escalating aggression, so that we can proactively manage my behavior and improve my emotional well-being.

Acceptance Criteria:
- The device must accurately monitor activity levels and provide real-time data with a reporting accuracy of at least 95%.
- Alerts for potential aggressive behavior should be triggered with a response time of less than 5 seconds when specific thresholds are met.
- Parents should receive a weekly summary report detailing activity levels and any alerts, with at least 90% of parents reporting improved awareness of their child's behavior.

Test Outline:
- Validate the accuracy of the activity monitoring feature by comparing device data against manual observations over a week.
- Simulate aggressive behavior scenarios to test the alert system's response time and accuracy.
- Survey parents after a month of use to assess the effectiveness of the weekly reports in enhancing their understanding of their child's behavior.","The original user story was clear but lacked measurable criteria and specific outcomes. The improved version enhances clarity by explicitly stating the user's needs, defining measurable acceptance criteria, and providing a structured test outline to ensure the device's effectiveness.","it (ISO 29148)
that (ISO 29148)
improved (ISO 29148)
can (NASA ARM)
improved (NASA ARM)
less (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,5,5,0.0,4,5,1.0,4,5,1.0,—
A2US7Ge,"As a healthcare provider working with children with ADHD, I want a tool that can differentiate between ADHD-related hyperactivity and physical aggression so that I can provide the most appropriate treatment.","User Story:
As a healthcare provider working with children with ADHD, I want a diagnostic tool that accurately distinguishes between ADHD-related hyperactivity and physical aggression so that I can tailor treatment plans effectively and improve patient outcomes.

Acceptance Criteria:
- The tool must achieve at least 90% accuracy in differentiating between hyperactivity and aggression based on clinical assessments.
- It should provide results within 5 minutes of input to facilitate timely decision-making.
- User feedback from at least 80% of healthcare providers should indicate that the tool enhances their treatment planning process.

Test Outline:
- Validate the tool's accuracy by comparing its results against established clinical assessments in a controlled study.
- Measure the time taken to generate results and ensure it meets the 5-minute requirement.
- Conduct surveys with healthcare providers to gather feedback on the tool's impact on their treatment planning.","The original user story was clear but lacked measurable criteria and specificity. The improved version enhances clarity by specifying the healthcare provider's role, detailing the capability of the tool, and providing explicit, quantifiable acceptance criteria and a structured test outline.","it (ISO 29148)
that (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
A2US8Ge,"As a developer of wearable technology for children, I want to integrate machine learning models for aggression detection into my devices to provide parents and educators with additional insights into children's behavior.","User Story:
As a developer of wearable technology for children, I want to implement machine learning models for aggression detection in my devices so that parents and educators can receive actionable insights into children's behavior, enhancing their ability to intervene when necessary.

Acceptance Criteria:
- The machine learning model must achieve at least 85% accuracy in detecting aggressive behavior based on a diverse dataset of children's interactions.
- The integration should process data and provide real-time alerts to parents or educators within 5 seconds of detecting potential aggression.
- User feedback from parents and educators should indicate a satisfaction rate of 90% or higher regarding the usefulness of the insights provided.

Test Outline:
- Validate the accuracy of the machine learning model by testing it against a controlled dataset and measuring its performance.
- Monitor the response time of the alert system to ensure it meets the 5-second requirement.
- Conduct surveys with parents and educators to assess their satisfaction with the insights generated by the device.","The original user story was clear but lacked measurable criteria and specific acceptance tests. The improved version enhances clarity by specifying the accuracy, response time, and user satisfaction metrics, making it more actionable and focused on business value.","it (ISO 29148)
that (ISO 29148)
when necessary (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,5,5,0.0,4,5,1.0,4,5,1.0,—
A2US9Ge,"As a data privacy advocate, I want assurances that any wearable device used for aggression detection collects data securely and protects children's privacy.","User Story:
As a data privacy advocate, I want to ensure that any wearable device designed for aggression detection securely collects data and implements robust privacy measures to protect children's personal information.

Acceptance Criteria:
- The device must comply with GDPR and COPPA regulations, ensuring that at least 100% of collected data is encrypted during transmission and storage.
- A privacy policy must be provided that clearly outlines data usage, retention, and sharing practices, with a user satisfaction rate of 90% or higher regarding transparency.
- Regular security audits should be conducted quarterly, with documented results showing no critical vulnerabilities.

Test Outline:
- Review the device's compliance with GDPR and COPPA through documentation and third-party assessments.
- Survey users to evaluate their understanding and satisfaction with the privacy policy.
- Verify the results of security audits to ensure no critical vulnerabilities are present.","The original user story was clear but lacked measurable criteria and specific details regarding compliance and security measures. The improved version enhances clarity by specifying regulatory compliance, measurable acceptance criteria, and a structured test outline to ensure accountability.","robust (ISO 29148)
that (ISO 29148)",3,4,1.0,3,4,1.0,3,4,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,4,1.0,—
A2US10Ge,"As a policymaker, I want to explore the potential of wearable-based aggression detection for early intervention programs and violence prevention initiatives in schools and childcare settings.","User Story:
As a policymaker, I want to investigate the effectiveness of wearable technology for detecting aggression in real-time so that I can implement early intervention programs and enhance violence prevention strategies in schools and childcare environments.

Acceptance Criteria:
- A comprehensive report must be generated within 3 months, detailing the feasibility and potential impact of wearable-based aggression detection.
- Pilot programs should be established in at least 3 schools or childcare settings to assess the technology's effectiveness, with a target of reducing reported incidents of aggression by 30% within the first year.
- Feedback from educators and caregivers involved in the pilot programs should indicate a satisfaction rate of 80% or higher regarding the usability and effectiveness of the technology.

Test Outline:
- Review the findings of the comprehensive report to ensure it covers all necessary aspects of the technology's potential.
- Analyze data from pilot programs to measure the reduction in aggression incidents and gather user feedback through surveys.","The original user story was broad and lacked specificity regarding measurable outcomes. The improved version clarifies the policymaker's intent, outlines explicit capabilities, and establishes measurable acceptance criteria and a structured test outline to ensure the effectiveness of the initiative.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",2,4,2.0,2,4,2.0,3,5,2.0,2,5,3.0,3,5,2.0,2,5,3.0,2,5,3.0,—
A3US1Ge,"As a social media platform developer, I want a system that can detect aggressive content on my platform in real-time so that I can promote a safer and more positive user experience.","User Story:
As a social media platform developer, I want to implement a real-time content detection system that identifies aggressive content with at least 95% accuracy so that I can enhance user safety and foster a positive community environment.

Acceptance Criteria:
- The system must detect and flag aggressive content within 1 second of posting for at least 90% of user-generated content.
- The accuracy of the detection algorithm should be validated through a dataset, achieving a minimum of 95% precision and recall.
- User reports of aggressive content should decrease by at least 30% within three months of implementation.

Test Outline:
- Evaluate the system's performance by measuring the time taken to detect and flag content during a controlled testing phase.
- Analyze the accuracy of the detection algorithm using a comprehensive dataset and compare results against manual reviews.","The original user story was clear but lacked specific measurable criteria. The improved version enhances clarity by specifying accuracy rates, response times, and expected outcomes, making it more actionable and aligned with business goals.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
A3US2Ge,"As a content moderator, I want a tool that identifies potentially aggressive tweets with high accuracy so that I can prioritize them for review and take appropriate action.","User Story:
As a content moderator, I want an advanced tool that accurately identifies potentially aggressive tweets with at least 95% precision so that I can prioritize them for review and take timely action to maintain a safe online environment.

Acceptance Criteria:
- The tool must achieve a minimum accuracy rate of 95% in identifying aggressive content based on a validated dataset.
- The average processing time for analyzing each tweet should not exceed 1 second.
- Moderators should report a satisfaction rate of 90% or higher regarding the tool's effectiveness in flagging relevant tweets.

Test Outline:
- Evaluate the tool's performance by comparing its identification results against a manually curated set of tweets to measure accuracy.
- Measure the time taken for the tool to analyze a sample of tweets to ensure it meets the 1-second requirement.
- Conduct surveys with moderators to assess their satisfaction with the tool's performance.","The original user story was clear but lacked specific measurable criteria. The improved version enhances clarity by specifying accuracy, processing time, and user satisfaction metrics, making it more actionable and aligned with business goals.","it (ISO 29148)
that (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,5,5,0.0,4,5,1.0,4,5,1.0,—
A3US3Ge,"As a researcher studying online behavior, I want access to a system that detects aggression on Twitter in real-time so that I can analyze trends and patterns in online discourse.","User Story:
As a researcher studying online behavior, I want a real-time monitoring system that detects aggressive language on Twitter so that I can analyze trends and patterns in online discourse effectively and contribute to understanding social dynamics.

Acceptance Criteria:
- The system must identify and flag at least 90% of aggressive tweets within 5 seconds of posting.
- The accuracy of aggression detection should be at least 85%, minimizing false positives and negatives.
- The system should provide a comprehensive report of detected aggression trends on a weekly basis, including metrics on frequency and context.

Test Outline:
- Conduct real-time tests to measure the detection speed and accuracy of flagged tweets against a curated dataset of known aggressive content.
- Analyze the weekly reports generated by the system to ensure they meet the specified criteria for comprehensiveness and relevance.","The original user story was clear but lacked specific measurable criteria and a structured approach. The improved version enhances clarity by specifying the researcher's needs, establishing quantifiable acceptance criteria, and outlining a test plan to ensure the system's effectiveness.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
A3US4Ge,"As a user who has been targeted by online aggression, I want a platform that can flag aggressive messages so that I can avoid them and report the abuse.","User Story:
As a user who has been targeted by online aggression, I want the platform to automatically flag aggressive messages so that I can easily avoid harmful content and report abusive behavior effectively.

Acceptance Criteria:
- The system must identify and flag at least 95% of aggressive messages using predefined criteria within 1 second of posting.
- Users should receive notifications for flagged messages, with a response time of under 3 seconds for alerts.
- The reporting feature must allow users to submit reports on flagged messages, with a processing time of no more than 5 minutes for review.

Test Outline:
- Conduct tests to evaluate the accuracy of the flagging system by comparing flagged messages against a set of known aggressive content.
- Measure the time taken for notifications to be sent after a message is flagged to ensure it meets the 3-second requirement.","The original user story was clear but lacked measurable criteria and specific performance metrics. The improved version enhances clarity by specifying the user's needs, establishing quantifiable acceptance criteria, and providing a structured test outline to ensure the functionality meets user expectations.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)
more (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
A3US5Ge,"As a mental health professional, I want to identify individuals who exhibit aggressive behavior online so that I can offer them support and resources.","User Story:
As a mental health professional, I want to effectively identify individuals displaying aggressive behavior online so that I can provide timely support and appropriate resources to at least 80% of those in need.

Acceptance Criteria:
- The identification system must flag aggressive behavior with a minimum accuracy of 85% to ensure reliable detection.
- The response time for identifying flagged individuals should not exceed 5 seconds.
- At least 70% of identified individuals should engage with the provided support resources within one week of outreach.

Test Outline:
- Evaluate the accuracy of the identification system by comparing flagged cases against a control group of known aggressive behaviors.
- Measure the time taken for the system to flag individuals and ensure it meets the 5-second requirement.
- Track engagement metrics to assess the effectiveness of outreach efforts to those identified.","The original user story was clear but lacked measurable criteria and specific goals. The improved version enhances clarity by specifying quantifiable acceptance criteria and a structured test outline, ensuring a focus on effectiveness and impact.","reliable (ISO 29148)
it (ISO 29148)
that (ISO 29148)
those (ISO 29148)
appropriate (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
