ID,Original User Story,Rewritten User Story,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
A2US1Ge,"As a parent, I want a device that can track my child's physical activity and potentially identify aggressive episodes so that I can intervene and provide support.","User Story:
As a parent, I want a wearable device that monitors my child's physical activity levels and detects potential aggressive behavior episodes so that I can proactively intervene and offer timely support to promote their well-being.

Acceptance Criteria:
- The device must accurately track and log at least 90% of daily physical activity minutes.
- It should identify and alert me to aggressive behavior episodes with a detection accuracy of 85% or higher.
- The device must provide a user-friendly app interface that allows me to review activity data and behavior alerts in real-time.

Test Outline:
- Validate the accuracy of the physical activity tracking by comparing logged minutes against a known standard over a week.
- Test the device's ability to detect aggressive episodes by simulating various scenarios and measuring the alert response rate.
- Review the app interface for usability and ensure that all data is accessible and understandable within 2 taps.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A2US2Ge,"As a teacher, I want a tool that can discreetly monitor student activity levels in the classroom and alert me to potential aggression so that I can de-escalate situations before they escalate.","User Story:
As a teacher, I want an advanced monitoring tool that can unobtrusively track student engagement and activity levels in the classroom, alerting me to signs of potential aggression, so that I can proactively intervene and de-escalate conflicts before they escalate.

Acceptance Criteria:
- The tool must provide real-time analytics on student activity levels with a response time of less than 2 seconds.
- Alerts for potential aggression should be triggered based on predefined behavioral thresholds, with at least 90% accuracy in identifying concerning behaviors.
- The system should allow for customizable alert settings, enabling teachers to adjust sensitivity based on classroom dynamics.

Test Outline:
- Test the tool's response time to ensure it provides real-time analytics within the specified limit.
- Evaluate the accuracy of aggression alerts by comparing them against observed behaviors in the classroom to confirm at least 90% accuracy.
- Review the customization options for alert settings to ensure they meet the needs of different classroom environments.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)
less (NASA ARM)",2,4,2.0,2,4,2.0,3,5,2.0,2,5,3.0,2,5,3.0,2,5,3.0,2,5,3.0,—
A2US3Ge,"As a therapist working with aggressive children, I want objective data on their physical activity patterns to track progress in anger management and de-escalation techniques.","User Story:
As a therapist working with aggressive children, I want to obtain quantifiable data on their physical activity patterns so that I can effectively monitor their progress in anger management and the application of de-escalation techniques.

Acceptance Criteria:
- Collect and analyze physical activity data for each child at least 3 times per week.
- Establish baseline activity levels and track changes with a minimum of 20% improvement over a 3-month period.
- Generate weekly reports summarizing activity patterns and correlating them with incidents of aggression or successful de-escalation.

Test Outline:
- Review the data collection process to ensure it captures physical activity accurately and consistently.
- Compare baseline activity levels with follow-up data to confirm at least a 20% improvement.
- Assess the weekly reports for clarity and relevance in relation to the children's behavioral progress.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,3,5,2.0,2,5,3.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A2US4Ge,"As a researcher studying childhood aggression, I want access to a non-invasive method for collecting real-time data on physical aggression in children so that I can better understand its triggers and consequences.","User Story:
As a researcher studying childhood aggression, I want to utilize a non-invasive technique for gathering real-time data on physical aggression in children so that I can gain deeper insights into its triggers and consequences, ultimately contributing to effective interventions.

Acceptance Criteria:
- Implement a non-invasive data collection method that captures instances of physical aggression with at least 90% accuracy.
- Ensure that data is collected in real-time, with updates occurring every 5 seconds or less.
- Provide a comprehensive report on triggers and consequences of aggression based on the collected data within 2 weeks of data collection.

Test Outline:
- Validate the accuracy of the data collection method by comparing it against observed instances of aggression in a controlled environment.
- Monitor the frequency and timeliness of data updates to confirm they meet the specified interval.
- Analyze the generated report for completeness and relevance to the research objectives, ensuring it addresses key triggers and consequences.","effective (ISO 29148)
it (ISO 29148)
that (ISO 29148)
every (ISO 29148)
effective (NASA ARM)
can (NASA ARM)
less (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
A2US5Ge,"As a school administrator, I want a system that helps identify students at risk of aggressive behavior so that I can implement targeted interventions and create a safer learning environment.","User Story:
As a school administrator, I want to utilize a comprehensive system that accurately identifies students exhibiting signs of aggressive behavior so that I can implement specific interventions and foster a safer educational environment for all students.

Acceptance Criteria:
- The system must analyze behavioral data and flag at least 90% of students at risk of aggressive behavior based on predefined criteria.
- Generate actionable reports on identified students within 24 hours of data analysis to facilitate timely interventions.
- Provide a dashboard that tracks the effectiveness of interventions, showing at least a 30% reduction in reported aggressive incidents within one semester.

Test Outline:
- Review the system's identification accuracy by comparing flagged students against actual behavioral incidents over a defined period.
- Check the report generation time to ensure it meets the 24-hour requirement after data analysis.
- Monitor the dashboard metrics to evaluate the impact of interventions on aggressive behavior incidents over the semester.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A2US6Ge,"As a child with a history of aggression, I want a wearable device that helps me and my parents monitor my activity levels and receive alerts when aggressive behavior might be escalating.","User Story:
As a child with a history of aggression, I want a wearable device that enables both me and my parents to track my activity levels and receive timely alerts when my behavior shows signs of escalation, so that we can proactively manage my emotions and improve my interactions.

Acceptance Criteria:
- The device must accurately monitor and log activity levels, providing data on at least 90% of daily activities.
- Alerts for potential aggressive behavior must be triggered with a response time of less than 5 seconds when predefined thresholds are met.
- The device should include a user-friendly interface for both the child and parents to review activity data and alerts at least once a day.

Test Outline:
- Validate the accuracy of the activity monitoring by comparing device logs with actual activities over a week.
- Test the alert system by simulating behavior changes and measuring the response time for alerts.
- Review the interface usability by conducting user testing sessions with both the child and parents to ensure they can easily access and understand the data.","that (ISO 29148)
timely (NASA ARM)
can (NASA ARM)
less (NASA ARM)",3,4,1.0,3,4,1.0,2,5,3.0,2,5,3.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A2US7Ge,"As a healthcare provider working with children with ADHD, I want a tool that can differentiate between ADHD-related hyperactivity and physical aggression so that I can provide the most appropriate treatment.","User Story:
As a healthcare provider working with children with ADHD, I want a diagnostic tool that accurately distinguishes between hyperactivity associated with ADHD and physical aggression, so that I can tailor the most effective treatment plans for each child.

Acceptance Criteria:
- The tool must achieve at least 90% accuracy in differentiating between ADHD-related hyperactivity and physical aggression based on clinical assessments.
- It should provide actionable insights and recommendations for treatment within 2 minutes of input data.
- The tool must be user-friendly, requiring no more than 3 steps to complete the assessment.

Test Outline:
- Conduct a series of assessments using the tool and compare the results against expert evaluations to verify accuracy.
- Measure the time taken from data input to receiving treatment recommendations to ensure it meets the 2-minute requirement.
- Evaluate the user interface with healthcare providers to confirm that the assessment process is completed in 3 steps or fewer.","most (ISO 29148)
effective (ISO 29148)
it (ISO 29148)
that (ISO 29148)
effective (NASA ARM)
can (NASA ARM)
more (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A2US8Ge,"As a developer of wearable technology for children, I want to integrate machine learning models for aggression detection into my devices to provide parents and educators with additional insights into children's behavior.","User Story:
As a developer of wearable technology for children, I want to implement machine learning algorithms for detecting aggressive behavior in my devices so that parents and educators can gain actionable insights into children's emotional well-being and behavioral patterns.

Acceptance Criteria:
- Achieve an accuracy rate of at least 85% in detecting instances of aggression through the machine learning model.
- Provide real-time alerts to parents and educators within 2 seconds of detecting aggressive behavior.
- Generate a weekly report summarizing detected behaviors, including frequency and context, to help track behavioral trends over time.

Test Outline:
- Validate the machine learning model's accuracy by comparing its predictions against a labeled dataset of children's behaviors.
- Monitor the system's response time to ensure alerts are sent within the specified 2-second window.
- Review the generated weekly reports for completeness and relevance, ensuring they include all necessary behavioral insights.","that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,3,5,2.0,2,5,3.0,3,5,2.0,2,5,3.0,3,5,2.0,—
A2US9Ge,"As a data privacy advocate, I want assurances that any wearable device used for aggression detection collects data securely and protects children's privacy.","User Story:
As a data privacy advocate, I want to ensure that any wearable device designed for aggression detection implements robust data security measures and prioritizes the protection of children's privacy, so that parents and guardians can trust the technology.

Acceptance Criteria:
- The device must utilize end-to-end encryption for all data collected to prevent unauthorized access.
- A clear privacy policy must be provided, detailing how data is collected, stored, and used, with explicit consent required from parents or guardians.
- Regular security audits must be conducted, with results made publicly available to demonstrate compliance with data protection standards.

Test Outline:
- Verify that all data transmitted by the device is encrypted and assess the effectiveness of the encryption methods used.
- Review the privacy policy to ensure it meets legal requirements and includes comprehensive information on data handling practices.
- Check for documentation of security audits and assess whether they are conducted at least annually, along with the transparency of the findings.","robust (ISO 29148)
it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",2,4,2.0,2,4,2.0,2,5,3.0,2,5,3.0,4,5,1.0,1,5,4.0,2,5,3.0,—
A2US10Ge,"As a policymaker, I want to explore the potential of wearable-based aggression detection for early intervention programs and violence prevention initiatives in schools and childcare settings.","User Story:
As a policymaker, I want to investigate the feasibility of utilizing wearable technology for detecting aggressive behavior, so that we can implement early intervention programs and enhance violence prevention strategies in educational and childcare environments.

Acceptance Criteria:
- Conduct a comprehensive analysis of at least 3 wearable devices capable of detecting aggression, including their accuracy rates and user feedback.
- Develop a pilot program proposal that outlines the integration of wearable technology in at least 5 schools or childcare facilities.
- Establish measurable outcomes for the pilot program, aiming for a reduction in reported incidents of aggression by at least 20% within the first year.

Test Outline:
- Review and compare the performance data of the selected wearable devices to assess their effectiveness in aggression detection.
- Present the pilot program proposal to stakeholders and gather feedback to refine the implementation strategy.
- Monitor and evaluate the pilot program's impact on aggression incidents, collecting data to verify the targeted reduction percentage.","that (ISO 29148)
can (NASA ARM)",2,4,2.0,1,5,4.0,2,5,3.0,2,5,3.0,3,5,2.0,1,5,4.0,2,5,3.0,—
A3US1Ge,"As a social media platform developer, I want a system that can detect aggressive content on my platform in real-time so that I can promote a safer and more positive user experience.","User Story:
As a social media platform developer, I want to implement a real-time content detection system for aggressive behavior so that I can enhance user safety and foster a more positive community environment.

Acceptance Criteria:
- The system must identify and flag at least 90% of aggressive content within 2 seconds of posting.
- Provide a detailed report of detected aggressive content, including the type and frequency, at least once every hour.
- Ensure that user reports of aggressive content are processed and addressed within 5 minutes.

Test Outline:
- Conduct tests to measure the accuracy and speed of the content detection system against a dataset of known aggressive posts.
- Review the reporting functionality to confirm that it generates accurate and timely reports on flagged content.
- Simulate user reports and track the response time to ensure compliance with the 5-minute resolution target.","it (ISO 29148)
that (ISO 29148)
every (ISO 29148)
timely (NASA ARM)
can (NASA ARM)
more (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
A3US2Ge,"As a content moderator, I want a tool that identifies potentially aggressive tweets with high accuracy so that I can prioritize them for review and take appropriate action.","User Story:
As a content moderator, I want an advanced tool that accurately detects potentially aggressive tweets with a precision rate of at least 90% so that I can efficiently prioritize these tweets for review and implement necessary actions promptly.

Acceptance Criteria:
- The tool must achieve a detection accuracy of 90% or higher for identifying aggressive tweets.
- It should provide a prioritized list of flagged tweets within 2 minutes of submission for review.
- The system must allow moderators to take action (e.g., flag, delete, or escalate) on at least 95% of the identified tweets directly from the interface.

Test Outline:
- Evaluate the tool's performance by comparing its flagged tweets against a manually curated list to confirm the accuracy rate.
- Measure the time taken from tweet submission to the generation of the prioritized list to ensure it meets the 2-minute requirement.
- Test the action functionality by attempting to flag or delete identified tweets and verify that the actions are successfully executed.","it (ISO 29148)
that (ISO 29148)
these (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A3US3Ge,"As a researcher studying online behavior, I want access to a system that detects aggression on Twitter in real-time so that I can analyze trends and patterns in online discourse.","User Story:
As a researcher studying online behavior, I want to utilize a real-time system that identifies aggressive interactions on Twitter so that I can effectively analyze trends and patterns in online discourse, contributing to a deeper understanding of social dynamics.

Acceptance Criteria:
- The system must detect and categorize aggressive tweets with at least 90% accuracy in real-time.
- Provide analysis reports on aggression trends at least once every hour.
- Enable filtering options to analyze specific time frames or user demographics.

Test Outline:
- Validate the accuracy of aggression detection by comparing system outputs against a manually curated dataset.
- Monitor the frequency and timeliness of the analysis reports generated by the system.
- Test the filtering functionality by applying various criteria and ensuring the results align with expectations.","that (ISO 29148)
every (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,3,5,2.0,2,5,3.0,3,5,2.0,—
A3US4Ge,"As a user who has been targeted by online aggression, I want a platform that can flag aggressive messages so that I can avoid them and report the abuse.","User Story:
As a user who has been targeted by online aggression, I want a platform that automatically identifies and flags aggressive messages so that I can effectively avoid harmful content and report abusive behavior to maintain a safe online environment.

Acceptance Criteria:
- Implement a system that flags at least 90% of aggressive messages based on predefined criteria.
- Provide users with the ability to report flagged messages within 2 clicks.
- Ensure that users receive feedback on the status of their reports within 24 hours.

Test Outline:
- Test the flagging system by sending various aggressive messages and measuring the percentage of messages correctly identified.
- Verify the reporting process by tracking the number of clicks required to report a flagged message.
- Monitor the response time for user feedback on reported messages to ensure it meets the 24-hour requirement.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",3,4,1.0,3,5,2.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A3US5Ge,"As a mental health professional, I want to identify individuals who exhibit aggressive behavior online so that I can offer them support and resources.","User Story:
As a mental health professional, I want to detect individuals displaying aggressive behavior on online platforms so that I can proactively provide them with appropriate support and resources to improve their mental well-being.

Acceptance Criteria:
- Implement a monitoring system that flags at least 90% of posts containing aggressive language or behavior.
- Ensure that identified individuals receive a follow-up message offering support within 24 hours of detection.
- Track the engagement rate of users who receive support, aiming for at least a 30% response rate to the resources provided.

Test Outline:
- Review the monitoring system's accuracy by analyzing flagged posts and confirming the percentage of correctly identified aggressive behaviors.
- Check the response time for follow-up messages to ensure they are sent within the 24-hour window.
- Measure the engagement rate by tracking responses to the support resources sent to the identified individuals.","that (ISO 29148)
appropriate (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A3US6Ge,"As a brand manager, I want a system that can detect aggressive mentions of my brand on Twitter so that I can address any negativity and protect our reputation.","User Story:
As a brand manager, I want an advanced monitoring system that identifies aggressive or negative mentions of my brand on Twitter in real-time so that I can promptly address any issues and safeguard our brand reputation.

Acceptance Criteria:
- The system must detect and flag at least 90% of aggressive mentions within 5 minutes of posting.
- Provide a daily summary report of flagged mentions, including sentiment analysis, with a minimum of 10 actionable insights.
- Enable direct response capabilities to engage with users who post negative comments within 10 minutes of detection.

Test Outline:
- Test the system's ability to identify aggressive mentions by comparing flagged posts against a manually curated list of known negative comments.
- Review the daily summary report for accuracy and the number of actionable insights provided.
- Simulate a negative mention and measure the response time to ensure it meets the 10-minute engagement criterion.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
A3US7Ge,"As a journalist, I want a tool that helps me identify potential sources of misinformation and disinformation that are spread through aggressive online behavior.","User Story:
As a journalist, I want an advanced tool that enables me to detect and analyze potential sources of misinformation and disinformation propagated through aggressive online behavior, so that I can ensure the accuracy of my reporting and protect the integrity of information.

Acceptance Criteria:
- The tool must identify at least 90% of flagged misinformation sources based on a predefined set of criteria.
- It should provide a detailed report on aggressive online behavior patterns within 2 minutes of analysis.
- The tool must allow for the tracking of misinformation trends over time, with updates at least once a week.

Test Outline:
- Conduct tests to verify that the tool accurately flags misinformation sources and meets the 90% identification rate.
- Measure the time taken for the tool to generate reports on aggressive online behavior to ensure it meets the 2-minute requirement.
- Review the trend tracking feature to confirm it updates weekly and provides actionable insights.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",2,4,2.0,2,4,2.0,2,5,3.0,2,5,3.0,4,5,1.0,2,5,3.0,2,5,3.0,—
A3US8Ge,"As a law enforcement officer, I want a system that can detect real-time threats of violence or harm made on social media so that I can intervene and prevent potential crimes.","User Story:
As a law enforcement officer, I want an advanced system that identifies and analyzes real-time threats of violence or harm expressed on social media platforms so that I can proactively intervene and mitigate potential criminal activities.

Acceptance Criteria:
- The system must analyze social media posts and flag at least 90% of relevant threats within 5 minutes of their occurrence.
- Provide a user-friendly dashboard that displays flagged threats with actionable insights, updated in real-time.
- Ensure that the system integrates with existing law enforcement databases to facilitate immediate response actions for at least 80% of identified threats.

Test Outline:
- Conduct tests to measure the system's accuracy in detecting threats and the time taken to flag them.
- Review the dashboard functionality to ensure it displays flagged threats and insights effectively.
- Verify the integration with law enforcement databases by tracking response actions taken on flagged threats.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",2,4,2.0,1,4,3.0,2,5,3.0,2,5,3.0,2,5,3.0,1,5,4.0,2,5,3.0,—
A3US9Ge,"As a developer, I want access to the underlying machine learning model and its training data so that I can integrate this real-time aggression detection framework into other applications.","User Story:
As a developer, I want to obtain access to the core machine learning model and its associated training data so that I can effectively integrate the real-time aggression detection framework into various applications, enhancing their functionality and responsiveness.

Acceptance Criteria:
- Ensure that the machine learning model is accessible via a secure API endpoint for integration purposes.
- Provide comprehensive documentation detailing the model's architecture, training data sources, and usage guidelines.
- Confirm that the training data is available in a structured format, allowing for easy manipulation and analysis.

Test Outline:
- Test the API endpoint to verify that the machine learning model can be accessed without errors.
- Review the documentation for completeness and clarity, ensuring it covers all necessary aspects for integration.
- Validate the format and structure of the training data to ensure it meets the specified requirements for usability.","easy (ISO 29148)
secure (ISO 29148)
it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",2,4,2.0,2,4,2.0,3,5,2.0,2,5,3.0,4,5,1.0,2,5,3.0,3,5,2.0,—
